locus_tag	ftype	length_bp	gene	EC_number	COG	product
Human_SRR6028624_bin.16.fna_00104	CDS	1455				prolyl-tRNA synthetase 
Human_SRR6028624_bin.16.fna_00105	CDS	279				sporulation protein YabP
Human_SRR6028624_bin.16.fna_00106	CDS	564				Spore cortex protein YabQ (Spore_YabQ).
Human_SRR6028624_bin.16.fna_00107	CDS	303				hypothetical protein
Human_SRR6028624_bin.16.fna_00108	CDS	444				putative RNA binding protein (contains ribosomal protein S1 domain)
Human_SRR6028624_bin.16.fna_00109	CDS	2799				hypothetical protein
Human_SRR6028624_bin.16.fna_00110	CDS	2325				cellulase 
Human_SRR6028624_bin.16.fna_00111	CDS	501				CarD family transcriptional regulator
Human_SRR6028624_bin.16.fna_00112	CDS	3576				putative membrane protein
Human_SRR6028624_bin.16.fna_00113	CDS	1572				hypothetical protein
Human_SRR6028624_bin.16.fna_00114	CDS	1485				xylan 1,4-beta-xylosidase 
Human_SRR6028624_bin.16.fna_00115	CDS	1395				phosphoglucosamine mutase 
Human_SRR6028624_bin.16.fna_00116	CDS	855				hypothetical protein
Human_SRR6028624_bin.16.fna_00117	CDS	2202				ribonuclease R 
Human_SRR6028624_bin.16.fna_00118	CDS	261				protein translocase, SecG subunit
Human_SRR6028624_bin.16.fna_00119	CDS	1818				Na+/phosphate symporter
Human_SRR6028624_bin.16.fna_00120	CDS	1824				Excinuclease ABC subunit C
Human_SRR6028624_bin.16.fna_00121	CDS	483				hypothetical protein
Human_SRR6028624_bin.16.fna_00122	CDS	1419				cysteinyl-tRNA synthetase 
Human_SRR6028624_bin.16.fna_00123	CDS	375				hypothetical protein
Human_SRR6028624_bin.16.fna_00124	CDS	687				serine O-acetyltransferase
Human_SRR6028624_bin.16.fna_00125	CDS	945				hypothetical protein
Human_SRR6028624_bin.16.fna_00126	CDS	969				glycosyl transferase
Human_SRR6028624_bin.16.fna_00127	CDS	2505				hypothetical protein
Human_SRR6028624_bin.16.fna_00128	CDS	1188				hexosyltransferase
Human_SRR6028624_bin.16.fna_00129	CDS	1212				glycosyltransferase
Human_SRR6028624_bin.16.fna_00130	CDS	1077				Glycosyltransferase
Human_SRR6028624_bin.16.fna_00131	CDS	486				hypothetical protein
Human_SRR6028624_bin.16.fna_00132	CDS	1155				2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase
Human_SRR6028624_bin.16.fna_00133	CDS	1317				lipopolysaccharide transport system ATP-binding protein
Human_SRR6028624_bin.16.fna_00134	CDS	741				lipopolysaccharide transport system permease
Human_SRR6028624_bin.16.fna_00135	rRNA	109				5S ribosomal RNA
Human_SRR6028624_bin.16.fna_00136	CDS	681				3-isopropylmalate dehydratase large subunit
Human_SRR6028624_bin.16.fna_00137	CDS	495				3-isopropylmalate dehydratase small subunit 
Human_SRR6028624_bin.16.fna_00138	CDS	1083				3-isopropylmalate dehydrogenase 
Human_SRR6028624_bin.16.fna_00139	CDS	1203				putative ATPase (AAA+ superfamily)
Human_SRR6028624_bin.16.fna_00140	CDS	1200				L-threonine ammonia-lyase 
Human_SRR6028624_bin.16.fna_00141	CDS	378				endoribonuclease L-PSP, putative
Human_SRR6028624_bin.16.fna_00142	CDS	747				hypothetical protein
Human_SRR6028624_bin.16.fna_00143	CDS	1890				ABC-type multidrug transport system, ATPase and permease components
Human_SRR6028624_bin.16.fna_00144	CDS	1731				ABC transporter permease/ATP-binding protein
Human_SRR6028624_bin.16.fna_00145	CDS	1500				sialate O-acetylesterase 
Human_SRR6028624_bin.16.fna_00146	CDS	948				hypothetical protein
Human_SRR6028624_bin.16.fna_00147	CDS	1059				iron-only hydrogenase maturation protein HydE 
Human_SRR6028624_bin.16.fna_00148	CDS	927				quinolinate synthetase A
Human_SRR6028624_bin.16.fna_00149	CDS	774				alpha/beta hydrolase
Human_SRR6028624_bin.16.fna_00150	CDS	1584				murF; UDP-N-acetylmuramyl pentapeptide synthase 
Human_SRR6028624_bin.16.fna_00151	CDS	1191				ddlA; D-alanine-D-alanine ligase 
Human_SRR6028624_bin.16.fna_00152	CDS	582				maa; maltose O-acetyltransferase
Human_SRR6028624_bin.16.fna_00153	CDS	951				Transcriptional regulator
Human_SRR6028624_bin.16.fna_00154	CDS	840				oxidoreductase FAD/NAD(P)-binding domain-containing protein
Human_SRR6028624_bin.16.fna_00155	CDS	1386				glutamate synthase (NADPH), homotetrameric
Human_SRR6028624_bin.16.fna_00156	CDS	2646				ATPase, P-type (transporting), HAD superfamily, subfamily IC 
Human_SRR6028624_bin.16.fna_00157	CDS	591				hypothetical protein
Human_SRR6028624_bin.16.fna_00158	CDS	192				helix-turn-helix domain-containing protein
Human_SRR6028624_bin.16.fna_00159	CDS	489				hypothetical protein
Human_SRR6028624_bin.16.fna_00160	CDS	2067				ATP-dependent DNA helicase RecQ
Human_SRR6028624_bin.16.fna_00161	CDS	1473				inosine-5'-monophosphate dehydrogenase 
Human_SRR6028624_bin.16.fna_00162	CDS	1137				S-layer domain-containing protein
Human_SRR6028624_bin.16.fna_00163	CDS	1170				Imidazolonepropionase
Human_SRR6028624_bin.16.fna_00164	CDS	498				Shikimate kinase 
Human_SRR6028624_bin.16.fna_00165	CDS	837				shikimate dehydrogenase
Human_SRR6028624_bin.16.fna_00166	CDS	870				malonyl CoA-acyl carrier protein transacylase
Human_SRR6028624_bin.16.fna_00167	CDS	987				3-oxoacyl-(acyl-carrier-protein) synthase III 
Human_SRR6028624_bin.16.fna_00168	CDS	930				putative enoyl-(acyl-carrier-protein) reductase II 
Human_SRR6028624_bin.16.fna_00169	CDS	741				3-oxoacyl-[acyl-carrier-protein] reductase 
Human_SRR6028624_bin.16.fna_00170	CDS	1257				3-oxoacyl-(acyl-carrier-protein) synthase 2
Human_SRR6028624_bin.16.fna_00171	CDS	468				acetyl-CoA carboxylase, biotin carboxyl carrier protein
Human_SRR6028624_bin.16.fna_00172	CDS	453				beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabA/FabZ
Human_SRR6028624_bin.16.fna_00173	CDS	1371				acetyl-CoA carboxylase, biotin carboxylase 
Human_SRR6028624_bin.16.fna_00174	CDS	849				acetyl-CoA carboxylase, carboxyl transferase subunit beta
Human_SRR6028624_bin.16.fna_00175	CDS	807				acetyl-CoA carboxylase carboxyltransferase subunit alpha 
Human_SRR6028624_bin.16.fna_00176	CDS	279				acyl carrier protein
Human_SRR6028624_bin.16.fna_00177	CDS	2058				engD2; endoglucanase D 
Human_SRR6028624_bin.16.fna_00178	CDS	1590				RNA-metabolising metallo-beta-lactamase
Human_SRR6028624_bin.16.fna_00179	CDS	1272				hypothetical protein
Human_SRR6028624_bin.16.fna_00180	CDS	354				Hpt domain.
Human_SRR6028624_bin.16.fna_00181	CDS	2496				PAS/PAC sensor-containing diguanylate cyclase/phosphodiesterase
Human_SRR6028624_bin.16.fna_00182	CDS	1524				DNA polymerase III, subunits gamma and tau 
Human_SRR6028624_bin.16.fna_00183	CDS	348				hypothetical protein
Human_SRR6028624_bin.16.fna_00184	CDS	603				recombination protein RecR
Human_SRR6028624_bin.16.fna_00185	CDS	807				histidinol phosphate phosphatase HisJ family protein
Human_SRR6028624_bin.16.fna_00186	CDS	627				peptidyl-tRNA hydrolase 
Human_SRR6028624_bin.16.fna_00187	CDS	3468				transcription-repair coupling factor 
Human_SRR6028624_bin.16.fna_00188	CDS	978				hypothetical protein
Human_SRR6028624_bin.16.fna_00189	CDS	855				hypothetical protein
Human_SRR6028624_bin.16.fna_00190	CDS	279				hypothetical protein
Human_SRR6028624_bin.16.fna_00191	CDS	1524				hypothetical protein
Human_SRR6028624_bin.16.fna_00192	CDS	1590				ABC-type uncharacterized transport system.
Human_SRR6028624_bin.16.fna_00193	CDS	720				hypothetical protein
Human_SRR6028624_bin.16.fna_00194	CDS	1116				ABC-type multidrug transport system, ATPase component
Human_SRR6028624_bin.16.fna_00195	CDS	879				riboflavin biosynthesis protein RibF
Human_SRR6028624_bin.16.fna_00196	CDS	894				tRNA pseudouridine 55 synthase 
Human_SRR6028624_bin.16.fna_00197	CDS	951				Exopolyphosphatase-related proteins
Human_SRR6028624_bin.16.fna_00198	CDS	315				ribosome-binding factor A
Human_SRR6028624_bin.16.fna_00199	CDS	483				hypothetical protein
Human_SRR6028624_bin.16.fna_00200	CDS	2604				bacterial translation initiation factor 2 (bIF-2)
Human_SRR6028624_bin.16.fna_00201	CDS	327				ribosomal protein HS6-type (S12/L30/L7a)
Human_SRR6028624_bin.16.fna_00202	CDS	279				hypothetical protein
Human_SRR6028624_bin.16.fna_00203	CDS	1245				transcription termination factor NusA
Human_SRR6028624_bin.16.fna_00204	CDS	474				hypothetical protein
Human_SRR6028624_bin.16.fna_00205	CDS	1434				hypothetical protein
Human_SRR6028624_bin.16.fna_00206	CDS	609				hypothetical protein
Human_SRR6028624_bin.16.fna_00207	CDS	1110				nucleoside recognition domain-containing protein
Human_SRR6028624_bin.16.fna_00208	CDS	303				YabP family.
Human_SRR6028624_bin.16.fna_00209	CDS	1164				Putative stage IV sporulation protein YqfD.
Human_SRR6028624_bin.16.fna_00210	CDS	2253				diguanylate cyclase (GGDEF) domain protein
Human_SRR6028624_bin.16.fna_00211	CDS	828				putative membrane protein
Human_SRR6028624_bin.16.fna_00212	CDS	270				ACT domain-containing protein
Human_SRR6028624_bin.16.fna_00213	CDS	1359				hypothetical protein
Human_SRR6028624_bin.16.fna_00214	CDS	894				hypothetical protein
Human_SRR6028624_bin.16.fna_00215	CDS	900				Beta-lactamase class A
Human_SRR6028624_bin.16.fna_00216	CDS	1218				phosphofructokinase
Human_SRR6028624_bin.16.fna_00217	CDS	618				hypothetical protein
Human_SRR6028624_bin.16.fna_00218	CDS	927				Mg2+ and Co2+ transporters
Human_SRR6028624_bin.16.fna_00219	CDS	1266				Hemolysins containing CBS domains
Human_SRR6028624_bin.16.fna_00220	CDS	627				hypothetical protein
Human_SRR6028624_bin.16.fna_00221	CDS	717				hypothetical protein
Human_SRR6028624_bin.16.fna_00222	CDS	378				hypothetical protein
Human_SRR6028624_bin.16.fna_00223	CDS	552				hypothetical protein
Human_SRR6028624_bin.16.fna_00224	CDS	189				hypothetical protein
Human_SRR6028624_bin.16.fna_00225	CDS	1011				O-sialoglycoprotein endopeptidase 
Human_SRR6028624_bin.16.fna_00226	CDS	474				ribosomal-protein-alanine acetyltransferase
Human_SRR6028624_bin.16.fna_00227	CDS	2538				DNA polymerase I 
Human_SRR6028624_bin.16.fna_00228	CDS	2316				Alpha-glucosidases, family 31 of glycosyl hydrolases
Human_SRR6028624_bin.16.fna_00229	CDS	984				helix-turn-helix domain-containing protein
Human_SRR6028624_bin.16.fna_00230	CDS	1371				asparaginyl-tRNA synthetase
Human_SRR6028624_bin.16.fna_00231	CDS	1011				aspartate/ammonia ligase 
Human_SRR6028624_bin.16.fna_00232	CDS	1095				chorismate synthase 
Human_SRR6028624_bin.16.fna_00233	CDS	1029				3-deoxy-D-arabinoheptulosonate-7-phosphate synthase 
Human_SRR6028624_bin.16.fna_00234	CDS	1404				hypothetical protein
Human_SRR6028624_bin.16.fna_00235	CDS	483				putative membrane protein
Human_SRR6028624_bin.16.fna_00236	CDS	1008				tRNA-U20-dihydrouridine synthase
Human_SRR6028624_bin.16.fna_00237	CDS	870				Cohesin domain.
Human_SRR6028624_bin.16.fna_00238	CDS	1596				hypothetical protein
Human_SRR6028624_bin.16.fna_00239	CDS	4152				hypothetical protein
Human_SRR6028624_bin.16.fna_00240	CDS	2346				hypothetical protein
Human_SRR6028624_bin.16.fna_00241	CDS	525				phosphate ABC transporter membrane protein 1, PhoT family (TC 3.A.1.7.1)
Human_SRR6028624_bin.16.fna_00242	CDS	867				pstA; phosphate ABC transporter permease protein
Human_SRR6028624_bin.16.fna_00243	CDS	762				phosphate ABC transporter ATP-binding protein, PhoT family (TC 3.A.1.7.1) 
Human_SRR6028624_bin.16.fna_00244	CDS	639				phoU; phosphate transport system protein PhoU
Human_SRR6028624_bin.16.fna_00245	CDS	684				Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain protein
Human_SRR6028624_bin.16.fna_00246	CDS	1662				Signal transduction histidine kinase 
Human_SRR6028624_bin.16.fna_00247	CDS	657				metal dependent phosphohydrolase
Human_SRR6028624_bin.16.fna_00248	CDS	444				transcriptional regulator, BadM/Rrf2 family
Human_SRR6028624_bin.16.fna_00249	CDS	5646				diguanylate cyclase/phosphodiesterase
Human_SRR6028624_bin.16.fna_00250	CDS	1509				hypothetical protein
Human_SRR6028624_bin.16.fna_00251	CDS	1299				transcriptional regulator
Human_SRR6028624_bin.16.fna_00252	CDS	483				Copper chaperone
Human_SRR6028624_bin.16.fna_00253	CDS	357				hypothetical protein
Human_SRR6028624_bin.16.fna_00254	CDS	2016				phosphoenolpyruvate phosphomutase
Human_SRR6028624_bin.16.fna_00255	CDS	1164				iron-containing alcohol dehydrogenase
Human_SRR6028624_bin.16.fna_00256	CDS	1122				phosphonopyruvate decarboxylase
Human_SRR6028624_bin.16.fna_00257	CDS	489				thioesterase superfamily protein
Human_SRR6028624_bin.16.fna_00258	CDS	1857				glutamine--fructose-6-phosphate transaminase 
Human_SRR6028624_bin.16.fna_00259	CDS	519				Nitroreductase
Human_SRR6028624_bin.16.fna_00260	CDS	1110				Methionine synthase II (cobalamin-independent)
Human_SRR6028624_bin.16.fna_00261	CDS	927				transcriptional regulator
Human_SRR6028624_bin.16.fna_00262	CDS	1302				O-acetylhomoserine (thiol)-lyase
Human_SRR6028624_bin.16.fna_00263	CDS	1548				Sulfate permease (MFS superfamily)
Human_SRR6028624_bin.16.fna_00264	CDS	1626				von Willebrand factor type A
Human_SRR6028624_bin.16.fna_00265	CDS	1026				Putative GTPases (G3E family)
Human_SRR6028624_bin.16.fna_00266	CDS	1155				Bacterial cell division membrane protein
Human_SRR6028624_bin.16.fna_00267	CDS	1527				Mg chelatase-related protein
Human_SRR6028624_bin.16.fna_00268	CDS	2787				Beta-glucosidase-related glycosidases 
Human_SRR6028624_bin.16.fna_00269	CDS	663				putative amidophosphoribosyltransferases
Human_SRR6028624_bin.16.fna_00270	CDS	1347				hypothetical protein
Human_SRR6028624_bin.16.fna_00271	CDS	1116				rRNA (guanine-N(2)-)-methyltransferase 
Human_SRR6028624_bin.16.fna_00272	CDS	2598				Membrane carboxypeptidase (penicillin-binding protein) 
Human_SRR6028624_bin.16.fna_00273	CDS	222				hypothetical protein
Human_SRR6028624_bin.16.fna_00274	CDS	375				hypothetical protein
Human_SRR6028624_bin.16.fna_00275	CDS	591				hypothetical protein
Human_SRR6028624_bin.16.fna_00276	CDS	306				anti-sigma-factor antagonist
Human_SRR6028624_bin.16.fna_00277	CDS	438				anti-sigma F factor 
Human_SRR6028624_bin.16.fna_00278	CDS	660				FliA/WhiG subfamily RNA polymerase sigma-28 subunit
Human_SRR6028624_bin.16.fna_00279	CDS	1716				glycoside hydrolase family protein
Human_SRR6028624_bin.16.fna_00280	CDS	1953				hypothetical protein
Human_SRR6028624_bin.16.fna_00281	CDS	1572				cell envelope-related function transcriptional attenuator common domain protein
Human_SRR6028624_bin.16.fna_00282	CDS	2532				hypothetical protein
Human_SRR6028624_bin.16.fna_00283	CDS	762				rRNA methylase, putative, group 3 
Human_SRR6028624_bin.16.fna_00284	CDS	243				Acyl carrier protein
Human_SRR6028624_bin.16.fna_00285	CDS	1788				HAD-superfamily phosphatase, subfamily IIIC/FkbH-like domain
Human_SRR6028624_bin.16.fna_00286	CDS	1515				hypothetical protein
Human_SRR6028624_bin.16.fna_00287	CDS	1401				putative membrane protein involved in D-alanine export
Human_SRR6028624_bin.16.fna_00288	CDS	984				Membrane protease subunits, stomatin/prohibitin homologs
Human_SRR6028624_bin.16.fna_00289	CDS	438				hypothetical protein
Human_SRR6028624_bin.16.fna_00290	CDS	162				hypothetical protein
Human_SRR6028624_bin.16.fna_00291	CDS	1137				gh105B; unsaturated rhamnogalacturonyl hydrolase Gh105B 
Human_SRR6028624_bin.16.fna_00292	CDS	828				ABC transporter permease
Human_SRR6028624_bin.16.fna_00293	CDS	897				binding-protein-dependent transporters inner membrane component
Human_SRR6028624_bin.16.fna_00294	CDS	1311				ABC transporter substrate-binding protein
Human_SRR6028624_bin.16.fna_00295	CDS	528				Shikimate kinase 
Human_SRR6028624_bin.16.fna_00296	CDS	738				Septum formation inhibitor-activating ATPase
Human_SRR6028624_bin.16.fna_00297	CDS	402				methylglyoxal synthase 
Human_SRR6028624_bin.16.fna_00298	CDS	1338				histidyl-tRNA synthetase 
Human_SRR6028624_bin.16.fna_00299	CDS	1779				aspartyl-tRNA synthetase 
Human_SRR6028624_bin.16.fna_00300	CDS	480				NUDIX hydrolase
Human_SRR6028624_bin.16.fna_00301	CDS	312				hypothetical protein
Human_SRR6028624_bin.16.fna_00302	CDS	1413				Archaeal/vacuolar-type H+-ATPase subunit I 
Human_SRR6028624_bin.16.fna_00303	CDS	3357				diguanylate cyclase/phosphodiesterase
Human_SRR6028624_bin.16.fna_00304	CDS	867				LysR family transcriptional regulator
Human_SRR6028624_bin.16.fna_00305	CDS	879				aldo/keto reductase oxidoreductase
Human_SRR6028624_bin.16.fna_00306	CDS	756				gamma-carboxymuconolactone decarboxylase subunit-like protein
Human_SRR6028624_bin.16.fna_00307	CDS	981				diaminopimelate dehydrogenase 
Human_SRR6028624_bin.16.fna_00308	CDS	1836				ATP-dependent metalloprotease FtsH 
Human_SRR6028624_bin.16.fna_00309	CDS	477				small multi-drug export protein
Human_SRR6028624_bin.16.fna_00310	CDS	2022				single-stranded-DNA-specific exonuclease RecJ 
Human_SRR6028624_bin.16.fna_00311	CDS	2298				(p)ppGpp synthetase, RelA/SpoT family 
Human_SRR6028624_bin.16.fna_00312	CDS	681				Zn-dependent hydrolases, including glyoxylases
Human_SRR6028624_bin.16.fna_00313	CDS	1530				coproporphyrinogen dehydrogenase 
Human_SRR6028624_bin.16.fna_00314	CDS	1356				23S rRNA m(5)U-1939 methyltransferase 
Human_SRR6028624_bin.16.fna_00315	CDS	198				hypothetical protein
Human_SRR6028624_bin.16.fna_00316	CDS	1542				phage integrase site specific recombinase
Human_SRR6028624_bin.16.fna_00317	CDS	420				recombinase
Human_SRR6028624_bin.16.fna_00318	CDS	1548				phage integrase site specific recombinase
Human_SRR6028624_bin.16.fna_00319	CDS	192				hypothetical protein
Human_SRR6028624_bin.16.fna_00320	CDS	1194				glycoside hydrolase family protein
Human_SRR6028624_bin.16.fna_00321	CDS	429				toxin secretion/phage lysis holin
Human_SRR6028624_bin.16.fna_00322	CDS	672				hypothetical protein
Human_SRR6028624_bin.16.fna_00323	CDS	1062				hypothetical protein
Human_SRR6028624_bin.16.fna_00324	CDS	1386				hypothetical protein
Human_SRR6028624_bin.16.fna_00325	CDS	1113				hypothetical protein
Human_SRR6028624_bin.16.fna_00326	CDS	858				hypothetical protein
Human_SRR6028624_bin.16.fna_00327	CDS	384				hypothetical protein
Human_SRR6028624_bin.16.fna_00328	CDS	423				hypothetical protein
Human_SRR6028624_bin.16.fna_00329	CDS	3480				phage tail tape measure protein, TP901 family, core region
Human_SRR6028624_bin.16.fna_00330	CDS	1176				hypothetical protein
Human_SRR6028624_bin.16.fna_00331	CDS	168				hypothetical protein
Human_SRR6028624_bin.16.fna_00332	CDS	381				hypothetical protein
