locus_tag	ftype	length_bp	gene	EC_number	COG	product
Rumen_CACZLS01.fna_00211	tRNA	76				tRNA-Trp(cca)
Rumen_CACZLS01.fna_00212	CDS	417				hypothetical protein
Rumen_CACZLS01.fna_00213	CDS	390				DtxR family iron (metal) dependent repressor
Rumen_CACZLS01.fna_00214	CDS	1383				hypothetical protein
Rumen_CACZLS01.fna_00215	CDS	1338				UDP-N-acetylmuramoylalanine--D-glutamate ligase 
Rumen_CACZLS01.fna_00216	CDS	1248				YidE/YbjL duplication
Rumen_CACZLS01.fna_00217	CDS	1605				L-aspartate oxidase 
Rumen_CACZLS01.fna_00218	CDS	684				ferredoxin
Rumen_CACZLS01.fna_00219	CDS	828				oxidoreductase FAD/NAD(P)-binding domain-containing protein
Rumen_CACZLS01.fna_00220	CDS	1020				hypothetical protein
Rumen_CACZLS01.fna_00221	CDS	972				hypothetical protein
Rumen_CACZLS01.fna_00222	CDS	441				Coenzyme F420-reducing hydrogenase, delta subunit
Rumen_CACZLS01.fna_00223	CDS	1992				FAD dependent oxidoreductase
Rumen_CACZLS01.fna_00224	CDS	384				hypothetical protein
Rumen_CACZLS01.fna_00225	CDS	798				Heterodisulfide reductase, subunit B 
Rumen_CACZLS01.fna_00226	CDS	1377				class II fumarate hydratase 
Rumen_CACZLS01.fna_00227	CDS	636				Rex DNA-binding domain-containing protein
Rumen_CACZLS01.fna_00228	CDS	1212				isocitrate dehydrogenase, NADP-dependent, eukaryotic type 
Rumen_CACZLS01.fna_00229	CDS	213				hypothetical protein
Rumen_CACZLS01.fna_00230	CDS	288				hypothetical protein
Rumen_CACZLS01.fna_00231	CDS	168				hypothetical protein
Rumen_CACZLS01.fna_00232	CDS	759				hypothetical protein
Rumen_CACZLS01.fna_00233	CDS	1938				aconitase 
Rumen_CACZLS01.fna_00234	CDS	282				hypothetical protein
Rumen_CACZLS01.fna_00235	CDS	1299				diaminopimelate decarboxylase 
Rumen_CACZLS01.fna_00236	CDS	597				ribosome biogenesis GTP-binding protein YsxC/EngB
Rumen_CACZLS01.fna_00237	CDS	2406				ATP-dependent proteinase. Serine peptidase. MEROPS family S16 
Rumen_CACZLS01.fna_00238	CDS	195				hypothetical protein
Rumen_CACZLS01.fna_00239	CDS	2664				ATPase, P-type (transporting), HAD superfamily, subfamily IC 
Rumen_CACZLS01.fna_00240	CDS	1098				citrate transporter
Rumen_CACZLS01.fna_00241	CDS	648				von Willebrand factor type A
Rumen_CACZLS01.fna_00242	CDS	1047				hypothetical protein
Rumen_CACZLS01.fna_00243	CDS	1293				GGDEF domain-containing protein
Rumen_CACZLS01.fna_00244	CDS	222				hypothetical protein
Rumen_CACZLS01.fna_00245	CDS	249				hypothetical protein
Rumen_CACZLS01.fna_00246	CDS	489				N-acetyltransferase GCN5
Rumen_CACZLS01.fna_00247	CDS	393				hypothetical protein
Rumen_CACZLS01.fna_00248	CDS	1695				diguanylate cyclase/phosphodiesterase
Rumen_CACZLS01.fna_00249	CDS	408				glycogen debranching enzyme GlgX
Rumen_CACZLS01.fna_00250	CDS	315				anti-anti-sigma factor
Rumen_CACZLS01.fna_00251	CDS	630				hypothetical protein
Rumen_CACZLS01.fna_00252	CDS	297				anti-sigma factor antagonist
Rumen_CACZLS01.fna_00253	CDS	423				anti-sigma regulatory factor
Rumen_CACZLS01.fna_00254	CDS	2199				HAMP/SpoIIE domain-containing protein
Rumen_CACZLS01.fna_00255	CDS	1266				HD-GYP/GAF domain-containing protein
Rumen_CACZLS01.fna_00256	CDS	2070				heavy metal translocating P-type ATPase
Rumen_CACZLS01.fna_00257	CDS	300				hypothetical protein
Rumen_CACZLS01.fna_00258	CDS	807				AraC family transcriptional regulator
Rumen_CACZLS01.fna_00259	CDS	849				FMN-binding domain-containing protein
Rumen_CACZLS01.fna_00260	CDS	3195				restriction endonuclease
Rumen_CACZLS01.fna_00261	CDS	885				hypothetical protein
Rumen_CACZLS01.fna_00262	CDS	1980				Type III restriction-modification system methylation subunit 
Rumen_CACZLS01.fna_00263	CDS	750				hypothetical protein
Rumen_CACZLS01.fna_00264	CDS	207				hypothetical protein
Rumen_CACZLS01.fna_00265	CDS	732				hypothetical protein
Rumen_CACZLS01.fna_00266	CDS	3225				DNA/RNA helicase, superfamily II, SNF2 family
Rumen_CACZLS01.fna_00267	CDS	243				hypothetical protein
Rumen_CACZLS01.fna_00268	CDS	222				hypothetical protein
Rumen_CACZLS01.fna_00269	CDS	1152				Relaxase/mobilization nuclease family protein
Rumen_CACZLS01.fna_00270	CDS	252				hypothetical protein
Rumen_CACZLS01.fna_00271	CDS	672				hypothetical protein
Rumen_CACZLS01.fna_00272	CDS	345				hypothetical protein
Rumen_CACZLS01.fna_00273	CDS	186				hypothetical protein
Rumen_CACZLS01.fna_00274	CDS	1635				Site-specific recombinases, DNA invertase Pin homologs
Rumen_CACZLS01.fna_00275	CDS	630				FMN-binding domain-containing protein
Rumen_CACZLS01.fna_00276	CDS	1467				hypothetical protein
Rumen_CACZLS01.fna_00277	CDS	405				flavodoxin
Rumen_CACZLS01.fna_00278	CDS	564				hypothetical protein
Rumen_CACZLS01.fna_00279	CDS	300				hypothetical protein
Rumen_CACZLS01.fna_00280	CDS	168				hypothetical protein
Rumen_CACZLS01.fna_00281	CDS	2415				ferrous iron transport protein B
Rumen_CACZLS01.fna_00282	CDS	222				Fe2+ transport system protein A
Rumen_CACZLS01.fna_00283	CDS	213				Fe2+ transport system protein A
Rumen_CACZLS01.fna_00284	CDS	1431				ABC transporter
Rumen_CACZLS01.fna_00285	CDS	744				ABC-type cobalt transport system, permease component CbiQ
Rumen_CACZLS01.fna_00286	CDS	1734				ABC transporter ATP-binding protein/permease
Rumen_CACZLS01.fna_00287	CDS	1752				ABC transporter ATP-binding protein/permease
Rumen_CACZLS01.fna_00288	CDS	981				transcriptional regulator
Rumen_CACZLS01.fna_00289	CDS	567				hypothetical protein
Rumen_CACZLS01.fna_00290	CDS	1281				ATP-dependent Clp protease ATP-binding subunit ClpX 
Rumen_CACZLS01.fna_00291	CDS	588				ATP-dependent Clp protease proteolytic subunit ClpP 
Rumen_CACZLS01.fna_00292	CDS	1308				trigger factor
Rumen_CACZLS01.fna_00293	CDS	702				putative phosphohydrolase
Rumen_CACZLS01.fna_00294	CDS	1494				threonine synthase 
Rumen_CACZLS01.fna_00295	CDS	378				hypothetical protein
Rumen_CACZLS01.fna_00296	CDS	630				Ribonuclease H 
Rumen_CACZLS01.fna_00297	CDS	834				Ras superfamily GTP-binding protein YlqF
Rumen_CACZLS01.fna_00298	CDS	603				signal peptidase I, bacterial type 
Rumen_CACZLS01.fna_00299	CDS	699				signal peptidase I, bacterial type 
Rumen_CACZLS01.fna_00300	CDS	348				LSU ribosomal protein L19P
Rumen_CACZLS01.fna_00301	CDS	792				Methylase involved in ubiquinone/menaquinone biosynthesis
Rumen_CACZLS01.fna_00302	CDS	657				hypothetical protein
Rumen_CACZLS01.fna_00303	CDS	1866				Fe-S oxidoreductase
Rumen_CACZLS01.fna_00304	CDS	393				cytidine deaminase
Rumen_CACZLS01.fna_00305	CDS	270				hypothetical protein
Rumen_CACZLS01.fna_00306	CDS	5847				putative DNA helicase
Rumen_CACZLS01.fna_00307	CDS	1344				hypothetical protein
Rumen_CACZLS01.fna_00308	CDS	744				CobB/CobQ domain protein glutamine amidotransferase
Rumen_CACZLS01.fna_00309	CDS	1302				Lyzozyme M1 (1,4-beta-N-acetylmuramidase)
Rumen_CACZLS01.fna_00310	CDS	1461				cell division protein FtsI
Rumen_CACZLS01.fna_00311	CDS	198				hypothetical protein
Rumen_CACZLS01.fna_00312	CDS	1029				Transcriptional regulators
Rumen_CACZLS01.fna_00313	CDS	561				hypothetical protein
Rumen_CACZLS01.fna_00314	CDS	1470				Beta-glucosidase-related glycosidases 
Rumen_CACZLS01.fna_00315	CDS	804				ABC transporter permease
Rumen_CACZLS01.fna_00316	CDS	804				hypothetical protein
Rumen_CACZLS01.fna_00317	CDS	1002				ABC transporter ATP-binding protein
Rumen_CACZLS01.fna_00318	CDS	2196				bglS; endo-beta-1,3-1,4 glucanase 
Rumen_CACZLS01.fna_00319	CDS	771				AraC-type DNA-binding domain-containing proteins
Rumen_CACZLS01.fna_00320	CDS	1281				transcriptional regulator
Rumen_CACZLS01.fna_00321	CDS	1506				hypothetical protein
Rumen_CACZLS01.fna_00322	CDS	219				hypothetical protein
Rumen_CACZLS01.fna_00323	CDS	1749				hydrogenases, Fe-only 
Rumen_CACZLS01.fna_00324	CDS	1899				NADH:ubiquinone oxidoreductase, NADH-binding (51 kD) subunit 
Rumen_CACZLS01.fna_00325	CDS	498				NADH dehydrogenase (ubiquinone) 24 kDa subunit
Rumen_CACZLS01.fna_00326	CDS	681				hypothetical protein
Rumen_CACZLS01.fna_00327	CDS	177				hypothetical protein
Rumen_CACZLS01.fna_00328	CDS	1758				cell wall/surface repeat protein
Rumen_CACZLS01.fna_00329	CDS	1905				diguanylate cyclase
Rumen_CACZLS01.fna_00330	CDS	1635				AMP-dependent synthetase and ligase
Rumen_CACZLS01.fna_00331	CDS	393				putative domain 1
Rumen_CACZLS01.fna_00332	CDS	792				Isopentenyldiphosphate isomerase
Rumen_CACZLS01.fna_00333	CDS	213				hypothetical protein
Rumen_CACZLS01.fna_00334	CDS	528				putative membrane protein
Rumen_CACZLS01.fna_00335	CDS	501				putative acetyltransferase
Rumen_CACZLS01.fna_00336	CDS	735				hypothetical protein
Rumen_CACZLS01.fna_00337	CDS	201				hypothetical protein
Rumen_CACZLS01.fna_00338	CDS	414				hypothetical protein
Rumen_CACZLS01.fna_00339	CDS	1278				Obg family GTPase CgtA
Rumen_CACZLS01.fna_00340	CDS	282				LSU ribosomal protein L27P
Rumen_CACZLS01.fna_00341	CDS	315				putative ribosomal protein
Rumen_CACZLS01.fna_00342	CDS	312				50S ribosomal protein L21
Rumen_CACZLS01.fna_00343	CDS	933				MoxR-like ATPases 
Rumen_CACZLS01.fna_00344	CDS	1224				hypothetical protein
Rumen_CACZLS01.fna_00345	CDS	2280				Transglutaminase-like enzymes, putative cysteine proteases
Rumen_CACZLS01.fna_00346	CDS	1425				SH3 domain protein
Rumen_CACZLS01.fna_00347	CDS	966				ribosomal protein L11 methyltransferase 
Rumen_CACZLS01.fna_00348	CDS	1197				hypothetical protein
Rumen_CACZLS01.fna_00349	CDS	921				translation elongation factor Ts
Rumen_CACZLS01.fna_00350	CDS	741				30S ribosomal protein S2
Rumen_CACZLS01.fna_00351	CDS	291				sporulation protein, YlmC/YmxH family
Rumen_CACZLS01.fna_00352	CDS	159				hypothetical protein
Rumen_CACZLS01.fna_00353	CDS	495				peptidase M50 family protein
Rumen_CACZLS01.fna_00354	CDS	300				hypothetical protein
Rumen_CACZLS01.fna_00355	CDS	1074				hypothetical protein
Rumen_CACZLS01.fna_00356	CDS	1371				DNA repair protein RadA
Rumen_CACZLS01.fna_00357	CDS	3363				Pectate lyase/Amb allergen
Rumen_CACZLS01.fna_00358	CDS	141				hypothetical protein
Rumen_CACZLS01.fna_00359	CDS	1875				GGDEF domain-containing protein
Rumen_CACZLS01.fna_00360	CDS	1185				methionine adenosyltransferase 
Rumen_CACZLS01.fna_00361	CDS	783				AraC family transcriptional regulator
Rumen_CACZLS01.fna_00362	CDS	516				DNA-3-methyladenine glycosylase (3mg) 
Rumen_CACZLS01.fna_00363	CDS	1752				putative RNA-binding protein homologous to eukaryotic snRNP
Rumen_CACZLS01.fna_00364	CDS	741				aminoglycoside 3-N-acetyltransferase
Rumen_CACZLS01.fna_00365	CDS	936				Nucleoside-diphosphate-sugar epimerases 
Rumen_CACZLS01.fna_00366	CDS	822				methylase 
Rumen_CACZLS01.fna_00367	CDS	1452				hypothetical protein
Rumen_CACZLS01.fna_00368	CDS	279				hypothetical protein
