locus_tag	ftype	length_bp	gene	EC_number	COG	product
maccaque6_00151	CDS	1455				cell envelope-related function transcriptional attenuator common domain protein
maccaque6_00152	CDS	582				hypothetical protein
maccaque6_00153	CDS	615				nicotinate (nicotinamide) nucleotide adenylyltransferase 
maccaque6_00154	CDS	294				hypothetical protein
maccaque6_00155	CDS	585				non-canonical purine NTP pyrophosphatase, rdgB/HAM1 family 
maccaque6_00156	CDS	981				signal recognition particle-docking protein FtsY
maccaque6_00157	CDS	3561				chromosome segregation protein SMC, common bacterial type
maccaque6_00158	CDS	993				radical SAM protein
maccaque6_00159	CDS	693				ribonuclease III 
maccaque6_00160	CDS	294				phosphate:acyl-[acyl carrier protein] acyltransferase
maccaque6_00161	CDS	822				ATPases involved in chromosome partitioning
maccaque6_00162	CDS	1542				cls; cardiolipin synthetase 
maccaque6_00163	CDS	483				thioesterase superfamily protein
maccaque6_00164	CDS	1245				Collagenase 
maccaque6_00165	CDS	1473				putative periplasmic solute-binding protein
maccaque6_00166	CDS	570				5,10-methenyltetrahydrofolate synthetase 
maccaque6_00167	CDS	543				DJ-1 family protein
maccaque6_00168	CDS	891				hypothetical protein
maccaque6_00169	CDS	783				thymidylate synthase (FAD) 
maccaque6_00170	CDS	468				hypothetical protein
maccaque6_00171	CDS	663				ribulose-phosphate 3-epimerase 
maccaque6_00172	CDS	1113				putative NADH:ubiquinone oxidoreductase, subunit RnfD
maccaque6_00173	CDS	615				Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrD
maccaque6_00174	CDS	579				putative NADH:ubiquinone oxidoreductase, subunit RnfA
maccaque6_00175	CDS	1194				hypothetical protein
maccaque6_00176	CDS	960				Hpr(Ser) kinase/phosphatase 
maccaque6_00177	CDS	906				UDP-N-acetylmuramate dehydrogenase 
maccaque6_00178	CDS	873				putative P-loop-containing kinase
maccaque6_00179	CDS	930				hypothetical protein
maccaque6_00180	CDS	3432				DNA polymerase III catalytic subunit, DnaE type 
maccaque6_00181	CDS	921				hypothetical protein
maccaque6_00182	CDS	603				hypothetical protein
maccaque6_00183	CDS	807				pyrroline-5-carboxylate reductase 
maccaque6_00184	CDS	1041				6-phosphofructokinase 
maccaque6_00185	CDS	690				hypothetical protein
maccaque6_00186	CDS	375				hypothetical protein
maccaque6_00187	CDS	1029				3-deoxy-D-arabinoheptulosonate-7-phosphate synthase 
maccaque6_00188	CDS	1329				TrkH family potassium uptake protein 
maccaque6_00189	CDS	651				TrkA-N
maccaque6_00190	CDS	1209				phosphoglycerate mutase 
maccaque6_00191	CDS	2619				CotH protein.
maccaque6_00192	CDS	228				hypothetical protein
maccaque6_00193	CDS	957				ROK family protein (putative glucokinase) 
maccaque6_00194	CDS	957				mannose-6-phosphate isomerase 
maccaque6_00195	CDS	738				lysozyme
maccaque6_00196	CDS	1554				LysM domain.
maccaque6_00197	CDS	1476				stage IV sporulation protein A
maccaque6_00198	CDS	1371				putative efflux protein, MATE family
maccaque6_00199	CDS	1419				Putative virion core protein (lumpy skin disease virus)
maccaque6_00200	CDS	708				DNA repair protein radc
maccaque6_00201	CDS	687				DNA repair protein RadC
maccaque6_00202	CDS	1962				Excinuclease ABC subunit B
maccaque6_00203	CDS	2823				Excinuclease ABC subunit A
maccaque6_00204	CDS	279				Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit 
maccaque6_00205	CDS	1047				Cell division septal protein
maccaque6_00206	CDS	1257				UDP-N-acetylglucosamine 1-carboxyvinyltransferase
maccaque6_00207	CDS	1152				UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
maccaque6_00208	CDS	1290				Bacterial cell division membrane protein
maccaque6_00209	CDS	1050				phospho-N-acetylmuramoyl-pentapeptide-transferase 
maccaque6_00210	CDS	1359				UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase 
maccaque6_00211	CDS	1440				UDP-N-acetylmuramyl tripeptide synthetase
maccaque6_00212	CDS	2499				peptidoglycan glycosyltransferase 
maccaque6_00213	CDS	510				septum formation initiator
maccaque6_00214	CDS	927				S-adenosyl-methyltransferase MraW 
maccaque6_00215	CDS	435				mraZ protein
maccaque6_00216	CDS	1182				SpoIID/LytB domain-containing protein
maccaque6_00217	CDS	951				hypothetical protein
maccaque6_00218	CDS	1479				hypothetical protein
maccaque6_00219	CDS	534				putative protein (competence-and mitomycin-induced)
maccaque6_00220	CDS	1179				Thiamine biosynthesis ATP pyrophosphatase
maccaque6_00221	CDS	1137				Cysteine sulfinate desulfinase/cysteine desulfurase 
maccaque6_00222	CDS	2463				Bacterial membrane protein YfhO.
maccaque6_00223	CDS	537				NTP pyrophosphohydrolases including oxidative damage repair enzymes 
maccaque6_00224	CDS	294				putative protein, involved in the regulation of septum location
maccaque6_00225	CDS	162				hypothetical protein
maccaque6_00226	CDS	1440				UDP-N-acetylmuramate--L-alanine ligase 
maccaque6_00227	CDS	588				LexA family transcriptional repressor
maccaque6_00228	CDS	369				Cell division protein ZapA.
maccaque6_00229	CDS	2052				Collagenase 
maccaque6_00230	CDS	444				deoxyuridine 5'-triphosphate nucleotidohydrolase Dut
maccaque6_00231	CDS	261				hypothetical protein
maccaque6_00232	CDS	1017				rod shape-determining protein MreB
maccaque6_00233	CDS	861				rod shape-determining protein MreC
maccaque6_00234	CDS	564				rod shape-determining protein MreD.
maccaque6_00235	CDS	2106				Cell division protein FtsI/penicillin-binding protein 2
maccaque6_00236	CDS	1263				hypothetical protein
maccaque6_00237	CDS	567				MAF protein
maccaque6_00238	CDS	1200				homoserine dehydrogenase 
maccaque6_00239	CDS	444				ACT domain-containing protein 
maccaque6_00240	CDS	738				Bacteriophage protein gp37
maccaque6_00241	CDS	1182				hypothetical protein
maccaque6_00242	CDS	495				VanZ family protein
maccaque6_00243	CDS	1413				Membrane protein involved in the export of O-antigen and teichoic acid
maccaque6_00244	CDS	1284				hypothetical protein
maccaque6_00245	CDS	879				hypothetical protein
maccaque6_00246	CDS	1128				Selenocysteine lyase
maccaque6_00247	CDS	222				hypothetical protein
maccaque6_00248	CDS	339				hypothetical protein
maccaque6_00249	CDS	1389				signal recognition particle subunit FFH/SRP54 (srp54)
maccaque6_00250	CDS	243				SSU ribosomal protein S16P
maccaque6_00251	CDS	234				RNA-binding protein (KH domain)
maccaque6_00252	CDS	816				metallophosphoesterase
maccaque6_00253	CDS	405				manganese containing catalase
maccaque6_00254	CDS	450				putative phage-associated protein
maccaque6_00255	CDS	453				hypothetical protein
maccaque6_00256	CDS	771				peptidase M15A
maccaque6_00257	CDS	405				toxin secretion/phage lysis holin
maccaque6_00258	CDS	174				hypothetical protein
maccaque6_00259	CDS	867				hypothetical protein
maccaque6_00260	CDS	201				hypothetical protein
maccaque6_00261	CDS	330				hypothetical protein
maccaque6_00262	CDS	918				hypothetical protein
maccaque6_00263	CDS	1725				hypothetical protein
maccaque6_00264	CDS	900				hypothetical protein
maccaque6_00265	CDS	171				hypothetical protein
maccaque6_00266	CDS	363				hypothetical protein
maccaque6_00267	CDS	2493				phage-like protein
maccaque6_00268	CDS	390				hypothetical protein
maccaque6_00269	CDS	414				Phage major tail protein 2.
maccaque6_00270	CDS	336				hypothetical protein
maccaque6_00271	CDS	420				hypothetical protein
maccaque6_00272	CDS	285				hypothetical protein
maccaque6_00273	CDS	474				hypothetical protein
maccaque6_00274	CDS	858				hypothetical protein
maccaque6_00275	CDS	567				Phage minor structural protein GP20.
maccaque6_00276	CDS	147				hypothetical protein
maccaque6_00277	CDS	1659				Phage minor capsid protein 2.
maccaque6_00278	CDS	1344				Phage portal protein, SPP1 Gp6-like.
maccaque6_00279	CDS	1236				phage terminase, large subunit, PBSX family
maccaque6_00280	CDS	426				hypothetical protein
maccaque6_00281	CDS	486				hypothetical protein
maccaque6_00282	CDS	432				hypothetical protein
maccaque6_00283	CDS	2307				hypothetical protein
maccaque6_00284	CDS	558				hypothetical protein
maccaque6_00285	CDS	315				phage protein
maccaque6_00286	CDS	1359				DNA or RNA helicases of superfamily II
maccaque6_00287	CDS	813				hypothetical protein
maccaque6_00288	CDS	594				Siphovirus Gp157.
maccaque6_00289	CDS	969				hypothetical protein
maccaque6_00290	CDS	1278				hypothetical protein
maccaque6_00291	CDS	360				hypothetical protein
maccaque6_00292	CDS	249				hypothetical protein
maccaque6_00293	CDS	279				hypothetical protein
maccaque6_00294	CDS	291				pi355; anti-repressor protein
maccaque6_00295	CDS	798				Pentapeptide repeats (8 copies).
maccaque6_00296	CDS	243				pi205; prophage pi2 protein 05
maccaque6_00297	CDS	669				transcriptional regulator, XRE family
maccaque6_00298	CDS	1008				putative endonuclease
maccaque6_00299	CDS	1518				recombinase
maccaque6_00300	CDS	207				hypothetical protein
maccaque6_00301	CDS	609				hypothetical protein
maccaque6_00302	CDS	918				hypothetical protein
maccaque6_00303	CDS	1095				phage protein
maccaque6_00304	CDS	138				hypothetical protein
maccaque6_00305	CDS	1740				hypothetical protein
maccaque6_00306	CDS	180				hypothetical protein
maccaque6_00307	CDS	1395				ABC-type sugar transport system, periplasmic component
maccaque6_00308	CDS	744				Sugar transferases involved in lipopolysaccharide synthesis
maccaque6_00309	CDS	540				Transcriptional regulators, similar to M. xanthus CarD
maccaque6_00310	CDS	819				putative phosphohydrolases
maccaque6_00311	CDS	240				hypothetical protein
maccaque6_00312	CDS	276				Bacterial nucleoid DNA-binding protein
maccaque6_00313	CDS	798				MazG family protein
maccaque6_00314	CDS	996				tryptophanyl-tRNA synthetase 
maccaque6_00315	CDS	525				hypothetical protein
maccaque6_00316	CDS	1194				Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family)and their eukaryotic orthologs
maccaque6_00317	CDS	1587				polysaccharide biosynthesis protein
maccaque6_00318	CDS	777				hypothetical protein
maccaque6_00319	CDS	1080				hypothetical protein
maccaque6_00320	CDS	513				hypothetical protein
maccaque6_00321	CDS	756				Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain protein
maccaque6_00322	CDS	426				FeS cluster assembly scaffold protein NifU, Clostridium type
maccaque6_00323	CDS	1185				cysteine desulfurase NifS 
maccaque6_00324	CDS	450				RNase HI 
maccaque6_00325	CDS	861				hypothetical protein
maccaque6_00326	CDS	702				hypothetical protein
maccaque6_00327	CDS	663				hypothetical protein
maccaque6_00328	CDS	657				hypothetical protein
maccaque6_00329	CDS	1818				GTP-binding protein TypA/BipA
maccaque6_00330	tRNA	85				tRNA-Tyr(gta)
maccaque6_00331	tRNA	76				tRNA-Thr(tgt)
maccaque6_00332	tRNA	77				tRNA-Pro(tgg)
maccaque6_00333	CDS	210				hypothetical protein
maccaque6_00334	CDS	1143				hypothetical protein
maccaque6_00335	CDS	831				hypothetical protein
maccaque6_00336	CDS	759				hypothetical protein
maccaque6_00337	CDS	1437				adenylosuccinate lyase 
maccaque6_00338	CDS	1314				hypothetical protein
maccaque6_00339	CDS	852				Fe-S type, tartrate/fumarate subfamily hydro-lyase subunit alpha 
maccaque6_00340	CDS	1167				Imidazolonepropionase
maccaque6_00341	CDS	492				Shikimate kinase 
maccaque6_00342	CDS	837				shikimate dehydrogenase
maccaque6_00343	CDS	978				malonyl CoA-acyl carrier protein transacylase
maccaque6_00344	CDS	987				3-oxoacyl-(acyl-carrier-protein) synthase III 
maccaque6_00345	CDS	939				putative enoyl-(acyl-carrier-protein) reductase II 
maccaque6_00346	CDS	741				3-oxoacyl-[acyl-carrier-protein] reductase 
maccaque6_00347	CDS	1254				3-oxoacyl-(acyl-carrier-protein) synthase 2
maccaque6_00348	CDS	495				putative biotin carboxyl carrier protein of acetyl-CoA carboxylase
maccaque6_00349	CDS	438				beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabA/FabZ
maccaque6_00350	CDS	1356				acetyl-CoA carboxylase, biotin carboxylase 
maccaque6_00351	CDS	846				acetyl-CoA carboxylase, carboxyl transferase subunit beta
maccaque6_00352	CDS	813				acetyl-CoA carboxylase, carboxyl transferase subunit alpha 
maccaque6_00353	CDS	237				acyl carrier protein
maccaque6_00354	CDS	663				hypothetical protein
maccaque6_00355	CDS	207				2-oxoglutarate ferredoxin oxidoreductase, delta subunit 
maccaque6_00356	CDS	1044				Pyruvate:ferredoxin oxidoreductase-oxoacid:ferredoxin oxidoreductases, alpha subunit 
maccaque6_00357	CDS	756				Pyruvate:ferredoxin oxidoreductase-oxoacid:ferredoxin oxidoreductases, beta subunit 
maccaque6_00358	CDS	531				2-oxoglutarate ferredoxin oxidoreductase, gamma subunit 
maccaque6_00359	CDS	1284				transcriptional regulator
maccaque6_00360	CDS	1332				hypothetical protein
maccaque6_00361	CDS	1176				CAAX amino terminal protease family.
maccaque6_00362	CDS	747				putative ATPase of the PP-loop superfamily implicated in cell cycle control
maccaque6_00363	CDS	561				hypothetical protein
maccaque6_00364	CDS	669				Uracil-DNA glycosylase 
maccaque6_00365	CDS	3717				DNA-directed RNA polymerase subunit beta'
maccaque6_00366	CDS	3900				DNA-directed RNA polymerase subunit beta 
maccaque6_00367	CDS	1119				bacterial peptide chain release factor 2 (bRF-2)
maccaque6_00368	CDS	156				hypothetical protein
maccaque6_00369	CDS	2736				diguanylate cyclase (GGDEF) domain protein
maccaque6_00370	CDS	1095				GTP-binding protein YchF
maccaque6_00371	CDS	618				Transcriptional regulator
maccaque6_00372	CDS	3366				Cation/multidrug efflux pump
maccaque6_00373	CDS	393				putative transcriptional regulator
maccaque6_00374	CDS	624				putative acetyltransferase
maccaque6_00375	CDS	1608				Beta-mannanase 
maccaque6_00376	CDS	2319				hypothetical protein
maccaque6_00377	CDS	354				hypothetical protein
maccaque6_00378	CDS	513				LSU ribosomal protein L10P
maccaque6_00379	CDS	372				LSU ribosomal protein L12P
maccaque6_00380	CDS	456				Guanine deaminase
maccaque6_00381	CDS	903				ornithine carbamoyltransferase 
maccaque6_00382	CDS	471				hypothetical protein
maccaque6_00383	CDS	1200				acetylornithine aminotransferase apoenzyme 
maccaque6_00384	CDS	432				hypothetical protein
maccaque6_00385	CDS	867				N-acetylglutamate kinase 
maccaque6_00386	CDS	1155				glutamate N-acetyltransferase/amino-acid acetyltransferase 
maccaque6_00387	CDS	213				hypothetical protein
maccaque6_00388	CDS	531				hypothetical protein
maccaque6_00389	CDS	1029				Transcriptional regulators
maccaque6_00390	CDS	174				hypothetical protein
maccaque6_00391	CDS	2448				diguanylate cyclase/phosphodiesterase
maccaque6_00392	CDS	306				hypothetical protein
maccaque6_00393	CDS	711				uridylate kinase 
maccaque6_00394	CDS	555				ribosome recycling factor
maccaque6_00395	CDS	738				Undecaprenyl pyrophosphate synthetase 
maccaque6_00396	CDS	867				CDP-diglyceride synthetase 
maccaque6_00397	CDS	864				hypothetical protein
maccaque6_00398	CDS	1140				1-deoxy-D-xylulose 5-phosphate reductoisomerase 
maccaque6_00399	CDS	1062				RIP metalloprotease RseP
maccaque6_00400	CDS	1038				1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase
maccaque6_00401	CDS	4326				DNA polymerase III catalytic subunit, PolC type 
maccaque6_00402	CDS	1197				ATP phosphoribosyltransferase, regulatory subunit
maccaque6_00403	CDS	639				ATP phosphoribosyltransferase catalytic subunit 
maccaque6_00404	CDS	1293				histidinol dehydrogenase 
maccaque6_00405	CDS	1065				histidinol-phosphate aminotransferase 
maccaque6_00406	CDS	588				imidazoleglycerol-phosphate dehydratase 
maccaque6_00407	CDS	606				imidazole glycerol phosphate synthase, glutamine amidotransferase subunit
maccaque6_00408	CDS	726				phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase 
maccaque6_00409	CDS	459				N-acetyltransferase GCN5
maccaque6_00410	CDS	756				Imidazole glycerol phosphate synthase cyclase subunit
maccaque6_00411	CDS	363				phosphoribosyl-AMP cyclohydrolase 
maccaque6_00412	CDS	339				phosphoribosyl-ATP pyrophosphohydrolase 
maccaque6_00413	CDS	774				hypothetical protein
maccaque6_00414	CDS	648				sporulation protein YunB
maccaque6_00415	CDS	1986				DNA ligase, NAD-dependent 
maccaque6_00416	CDS	270				glutamyl-tRNA(Gln) amidotransferase subunit C
maccaque6_00417	CDS	1461				aspartyl/glutamyl-tRNA amidotransferase subunit A 
maccaque6_00418	CDS	1482				glutamyl-tRNA(Gln) amidotransferase subunit B
maccaque6_00419	CDS	1254				putative permease
maccaque6_00420	CDS	1389				Site-specific recombinases, DNA invertase Pin homologs
maccaque6_00421	CDS	1443				prolyl-tRNA synthetase 
maccaque6_00422	CDS	285				hypothetical protein
maccaque6_00423	CDS	2625				DNA gyrase subunit A 
maccaque6_00424	CDS	570				hypothetical protein
maccaque6_00425	CDS	1932				DNA gyrase subunit B 
maccaque6_00426	CDS	618				hypothetical protein
maccaque6_00427	CDS	261				hypothetical protein
maccaque6_00428	CDS	1146				recF protein
maccaque6_00429	CDS	213				hypothetical protein
maccaque6_00430	CDS	1104				DNA polymerase III, beta subunit 
maccaque6_00431	CDS	1359				chromosomal replication initiator protein DnaA
maccaque6_00432	CDS	111				hypothetical protein
maccaque6_00433	CDS	135				LSU ribosomal protein L34P
maccaque6_00434	CDS	360				ribonuclease P protein component, eubacterial 
maccaque6_00435	CDS	1128				hypothetical protein
maccaque6_00436	CDS	1059				putative RNA-binding protein
maccaque6_00437	CDS	1362				tRNA modification GTPase TrmE
maccaque6_00438	CDS	1890				glucose-inhibited division protein A
maccaque6_00439	CDS	705				16S rRNA m(7)G-527 methyltransferase 
maccaque6_00440	CDS	834				ParB-like partition proteins
maccaque6_00441	CDS	1290				seryl-tRNA synthetase 
maccaque6_00442	CDS	849				chromosome segregation DNA-binding protein
maccaque6_00443	CDS	807				chromosome segregation ATPase
maccaque6_00444	CDS	2616				ATPase, P-type (transporting), HAD superfamily, subfamily IC 
maccaque6_00445	CDS	351				Growth inhibitor
maccaque6_00446	CDS	981				stage V sporulation protein AD
maccaque6_00447	CDS	363				stage V sporulation protein AE
maccaque6_00448	tRNA	77				tRNA-Met(cat)
maccaque6_00449	tRNA	75				tRNA-Glu(ttc)
maccaque6_00450	CDS	1191				integrase family protein
maccaque6_00451	CDS	1293				plasmid recombination protein
maccaque6_00452	CDS	174				tRNA pseudouridine synthase D TruD
maccaque6_00453	CDS	297				regulatory protein MerR
maccaque6_00454	CDS	1470				hypothetical protein
maccaque6_00455	CDS	372				hypothetical protein
maccaque6_00456	CDS	663				DivIVA domain protein
maccaque6_00457	CDS	768				hypothetical protein
maccaque6_00458	CDS	435				hypothetical protein
maccaque6_00459	CDS	705				alanine racemase domain-containing protein
maccaque6_00460	CDS	1314				hypothetical protein
maccaque6_00461	CDS	240				RNA-binding protein Hfq
maccaque6_00462	CDS	924				tRNA delta(2)-isopentenylpyrophosphate transferase
maccaque6_00463	CDS	1953				DNA mismatch repair protein MutL
maccaque6_00464	CDS	429				hypothetical protein
maccaque6_00465	CDS	2613				DNA mismatch repair protein MutS
