locus_tag	ftype	length_bp	gene	EC_number	COG	product
Rumen_CADBNS01.fna_00027	CDS	975				radical SAM domain-containing protein
Rumen_CADBNS01.fna_00028	CDS	324				hypothetical protein
Rumen_CADBNS01.fna_00029	CDS	738				N-acetylmuramoyl-L-alanine amidase
Rumen_CADBNS01.fna_00030	CDS	474				Tryptophan-rich sensory protein (mitochondrial benzodiazepine receptor )
Rumen_CADBNS01.fna_00031	CDS	663				hypothetical protein
Rumen_CADBNS01.fna_00032	CDS	1401				D-alanyl-D-alanine carboxypeptidase 
Rumen_CADBNS01.fna_00033	CDS	669				hypothetical protein
Rumen_CADBNS01.fna_00034	CDS	747				AraC-type DNA-binding domain-containing proteins
Rumen_CADBNS01.fna_00035	CDS	1362				MATE efflux family protein
Rumen_CADBNS01.fna_00036	CDS	429				6-pyruvoyl-tetrahydropterin synthase
Rumen_CADBNS01.fna_00037	CDS	660				Organic radical activating enzymes
Rumen_CADBNS01.fna_00038	CDS	570				GTP cyclohydrolase I 
Rumen_CADBNS01.fna_00039	CDS	690				preQ(0) biosynthesis protein QueC
Rumen_CADBNS01.fna_00040	CDS	498				7-cyano-7-deazaguanine reductase 
Rumen_CADBNS01.fna_00041	CDS	780				fimbrial assembly protein FimC
Rumen_CADBNS01.fna_00042	CDS	558				hypothetical protein
Rumen_CADBNS01.fna_00043	CDS	528				dihydropteridine reductase 
Rumen_CADBNS01.fna_00044	CDS	597				hypothetical protein
Rumen_CADBNS01.fna_00045	CDS	219				FeoA family protein
Rumen_CADBNS01.fna_00046	CDS	213				FeoA domain.
Rumen_CADBNS01.fna_00047	CDS	2370				Beta-xylosidase
Rumen_CADBNS01.fna_00048	CDS	735				putative xylanase/chitin deacetylase
Rumen_CADBNS01.fna_00049	CDS	366				hypothetical protein
Rumen_CADBNS01.fna_00050	CDS	915				hypothetical protein
Rumen_CADBNS01.fna_00051	CDS	219				hypothetical protein
Rumen_CADBNS01.fna_00052	CDS	570				transcriptional regulator
Rumen_CADBNS01.fna_00053	CDS	498				hypothetical protein
Rumen_CADBNS01.fna_00054	CDS	1419				cysteinyl-tRNA synthetase 
Rumen_CADBNS01.fna_00055	CDS	771				metallophosphoesterase
Rumen_CADBNS01.fna_00056	CDS	261				hypothetical protein
Rumen_CADBNS01.fna_00057	CDS	270				acylphosphatase
Rumen_CADBNS01.fna_00058	CDS	1386				phosphoglucosamine mutase 
Rumen_CADBNS01.fna_00059	CDS	2625				ATPase, P-type (transporting), HAD superfamily, subfamily IC 
Rumen_CADBNS01.fna_00060	CDS	1605				hypothetical protein
Rumen_CADBNS01.fna_00061	CDS	888				hypothetical protein
Rumen_CADBNS01.fna_00062	CDS	522				hypothetical protein
Rumen_CADBNS01.fna_00063	CDS	1494				Glycosyltransferase
Rumen_CADBNS01.fna_00064	CDS	2436				group 1 glycosyl transferase
Rumen_CADBNS01.fna_00065	CDS	786				ABC-type polysaccharide/polyol phosphate export systems, permease component
Rumen_CADBNS01.fna_00066	CDS	738				ABC-type polysaccharide/polyol phosphate transport system, ATPase component
Rumen_CADBNS01.fna_00067	CDS	621				hypothetical protein
Rumen_CADBNS01.fna_00068	CDS	195				hypothetical protein
Rumen_CADBNS01.fna_00069	CDS	1173				malic enzyme
Rumen_CADBNS01.fna_00070	CDS	948				L-lactate dehydrogenase 
Rumen_CADBNS01.fna_00071	CDS	168				hypothetical protein
Rumen_CADBNS01.fna_00072	CDS	744				Phage shock protein A (IM30), suppresses sigma54-dependent transcription
Rumen_CADBNS01.fna_00073	CDS	750				exodeoxyribonuclease III Xth 
Rumen_CADBNS01.fna_00074	CDS	666				thrH; phosphoserine phosphatase
Rumen_CADBNS01.fna_00075	CDS	1104				metallophosphoesterase
Rumen_CADBNS01.fna_00076	CDS	1293				Galactokinase 
Rumen_CADBNS01.fna_00077	CDS	1020				putative glycosylase
Rumen_CADBNS01.fna_00078	CDS	1074				D-alanine--D-alanine ligase 
Rumen_CADBNS01.fna_00079	CDS	432				hypothetical protein
Rumen_CADBNS01.fna_00080	CDS	1770				arginyl-tRNA synthetase 
Rumen_CADBNS01.fna_00081	CDS	594				hypothetical protein
Rumen_CADBNS01.fna_00082	CDS	1950				cell wall-binding protein
Rumen_CADBNS01.fna_00083	CDS	1581				cell wall-binding protein
Rumen_CADBNS01.fna_00084	CDS	1479				ErfK/YbiS/YcfS/YnhG family protein
Rumen_CADBNS01.fna_00085	CDS	228				hypothetical protein
Rumen_CADBNS01.fna_00086	CDS	696				hypothetical protein
Rumen_CADBNS01.fna_00087	CDS	912				transglutaminase domain-containing protein
Rumen_CADBNS01.fna_00088	CDS	885				transglutaminase domain-containing protein
Rumen_CADBNS01.fna_00089	CDS	732				hypothetical protein
Rumen_CADBNS01.fna_00090	CDS	3006				ABC transporter-like protein
Rumen_CADBNS01.fna_00091	CDS	678				two component transcriptional regulator, winged helix family
Rumen_CADBNS01.fna_00092	CDS	1062				integral membrane sensor signal transduction histidine kinase
Rumen_CADBNS01.fna_00093	CDS	369				hypothetical protein
Rumen_CADBNS01.fna_00094	CDS	537				N-acetyltransferase GCN5
Rumen_CADBNS01.fna_00095	CDS	1155				Cysteine sulfinate desulfinase/cysteine desulfurase 
Rumen_CADBNS01.fna_00096	CDS	1176				Thiamine biosynthesis ATP pyrophosphatase
Rumen_CADBNS01.fna_00097	CDS	1467				hypothetical protein
Rumen_CADBNS01.fna_00098	CDS	924				hypothetical protein
Rumen_CADBNS01.fna_00099	CDS	1617				SpoIID/LytB domain protein
Rumen_CADBNS01.fna_00100	CDS	432				mraZ protein
Rumen_CADBNS01.fna_00101	CDS	942				S-adenosyl-methyltransferase MraW 
Rumen_CADBNS01.fna_00102	CDS	504				septum formation initiator
Rumen_CADBNS01.fna_00103	CDS	2304				peptidoglycan glycosyltransferase 
Rumen_CADBNS01.fna_00104	CDS	168				hypothetical protein
Rumen_CADBNS01.fna_00105	CDS	294				hypothetical protein
Rumen_CADBNS01.fna_00106	CDS	405				hypothetical protein
Rumen_CADBNS01.fna_00107	CDS	216				hypothetical protein
Rumen_CADBNS01.fna_00108	CDS	99				hypothetical protein
Rumen_CADBNS01.fna_00109	CDS	303				hypothetical protein
Rumen_CADBNS01.fna_00110	CDS	924				NLPA lipoprotein
Rumen_CADBNS01.fna_00111	CDS	762				binding-protein-dependent transport systems inner membrane component
Rumen_CADBNS01.fna_00112	CDS	771				ABC transporter related protein
Rumen_CADBNS01.fna_00113	CDS	2115				carbon-monoxide dehydrogenase, catalytic subunit 
Rumen_CADBNS01.fna_00114	CDS	378				hypothetical protein
Rumen_CADBNS01.fna_00115	CDS	321				hypothetical protein
Rumen_CADBNS01.fna_00116	CDS	576				hypothetical protein
Rumen_CADBNS01.fna_00117	CDS	2532				copper-(or silver)-translocating P-type ATPase 
Rumen_CADBNS01.fna_00118	CDS	2241				DEAD/DEAH box helicase
Rumen_CADBNS01.fna_00119	CDS	2406				ATPase, P-type (transporting), HAD superfamily, subfamily IC
Rumen_CADBNS01.fna_00120	CDS	942				hypothetical protein
Rumen_CADBNS01.fna_00121	CDS	1803				GTP-binding protein LepA
Rumen_CADBNS01.fna_00122	CDS	432				hypothetical protein
Rumen_CADBNS01.fna_00123	CDS	336				hypothetical protein
Rumen_CADBNS01.fna_00124	CDS	1092				oxygen-independent coproporphyrinogen III oxidase
Rumen_CADBNS01.fna_00125	CDS	654				RNA polymerase sigma factor, sigma-70 family
Rumen_CADBNS01.fna_00126	CDS	438				anti-sigma F factor 
Rumen_CADBNS01.fna_00127	CDS	306				anti-sigma-factor antagonist
Rumen_CADBNS01.fna_00128	CDS	993				iron-containing alcohol dehydrogenase
Rumen_CADBNS01.fna_00129	CDS	948				transketolase central region
Rumen_CADBNS01.fna_00130	CDS	840				hypothetical protein
Rumen_CADBNS01.fna_00131	CDS	822				HAD-superfamily hydrolase, subfamily IIB
Rumen_CADBNS01.fna_00132	CDS	918				ribosomal large subunit pseudouridine synthase D 
Rumen_CADBNS01.fna_00133	CDS	489				lipoprotein signal peptidase 
Rumen_CADBNS01.fna_00134	CDS	2775				Isoleucyl-tRNA synthetase 
Rumen_CADBNS01.fna_00135	CDS	585				DivIVA domain protein
Rumen_CADBNS01.fna_00136	CDS	759				RNA-binding S4 domain-containing protein
Rumen_CADBNS01.fna_00137	CDS	543				hypothetical protein
Rumen_CADBNS01.fna_00138	CDS	699				alanine racemase domain-containing protein
Rumen_CADBNS01.fna_00139	CDS	1257				hypothetical protein
Rumen_CADBNS01.fna_00140	CDS	240				RNA-binding protein Hfq
Rumen_CADBNS01.fna_00141	CDS	1014				tRNA isopentenyltransferase (miaA) 
Rumen_CADBNS01.fna_00142	CDS	294				hypothetical protein
Rumen_CADBNS01.fna_00143	CDS	2055				DNA mismatch repair protein MutL
Rumen_CADBNS01.fna_00144	CDS	2622				DNA mismatch repair protein MutS
Rumen_CADBNS01.fna_00145	CDS	405				hypothetical protein
Rumen_CADBNS01.fna_00146	CDS	873				hypothetical protein
Rumen_CADBNS01.fna_00147	CDS	1371				tRNA-i(6)A37 thiotransferase enzyme MiaB
Rumen_CADBNS01.fna_00148	CDS	1896				mannan endo-1,4-beta-mannosidase 
Rumen_CADBNS01.fna_00149	CDS	282				hypothetical protein
Rumen_CADBNS01.fna_00150	CDS	1542				hypothetical protein
Rumen_CADBNS01.fna_00151	CDS	1635				ABC-type uncharacterized transport system.
Rumen_CADBNS01.fna_00152	CDS	705				hypothetical protein
Rumen_CADBNS01.fna_00153	CDS	1110				ABC-type multidrug transport system, ATPase component
Rumen_CADBNS01.fna_00154	CDS	891				riboflavin biosynthesis protein RibF
Rumen_CADBNS01.fna_00155	CDS	894				tRNA pseudouridine 55 synthase 
Rumen_CADBNS01.fna_00156	CDS	954				Exopolyphosphatase-related proteins
Rumen_CADBNS01.fna_00157	CDS	339				ribosome-binding factor A
Rumen_CADBNS01.fna_00158	CDS	402				hypothetical protein
Rumen_CADBNS01.fna_00159	CDS	2601				bacterial translation initiation factor 2 (bIF-2)
Rumen_CADBNS01.fna_00160	CDS	348				ribosomal protein HS6-type (S12/L30/L7a)
Rumen_CADBNS01.fna_00161	CDS	282				hypothetical protein
Rumen_CADBNS01.fna_00162	CDS	1242				transcription termination factor NusA
Rumen_CADBNS01.fna_00163	CDS	477				hypothetical protein
Rumen_CADBNS01.fna_00164	CDS	693				hypothetical protein
Rumen_CADBNS01.fna_00165	CDS	606				hypothetical protein
Rumen_CADBNS01.fna_00166	CDS	171				Dissimilatory sulfite reductase (desulfoviridin), alpha and beta subunits
Rumen_CADBNS01.fna_00167	CDS	690				hypothetical protein
Rumen_CADBNS01.fna_00168	CDS	702				sigma 54 interacting domain-containing protein
Rumen_CADBNS01.fna_00169	CDS	2298				hypothetical protein
Rumen_CADBNS01.fna_00170	CDS	903				hypothetical protein
Rumen_CADBNS01.fna_00171	CDS	540				phosphoribosyltransferase
Rumen_CADBNS01.fna_00172	CDS	354				Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases
Rumen_CADBNS01.fna_00173	CDS	2628				alanyl-tRNA synthetase 
Rumen_CADBNS01.fna_00174	CDS	1011				ion transport protein
Rumen_CADBNS01.fna_00175	CDS	420				YolD-like protein.
Rumen_CADBNS01.fna_00176	CDS	486				hypothetical protein
Rumen_CADBNS01.fna_00177	CDS	351				translation elongation factor P (EF-P)
Rumen_CADBNS01.fna_00178	CDS	273				hypothetical protein
Rumen_CADBNS01.fna_00179	CDS	174				hypothetical protein
Rumen_CADBNS01.fna_00180	CDS	1170				hypothetical protein
Rumen_CADBNS01.fna_00181	CDS	417				putative ring-cleavage extradiol dioxygenase 
Rumen_CADBNS01.fna_00182	CDS	1314				ABC transporter substrate-binding protein
Rumen_CADBNS01.fna_00183	CDS	894				binding-protein-dependent transporters inner membrane component
Rumen_CADBNS01.fna_00184	CDS	831				binding-protein-dependent transport systems inner membrane component
Rumen_CADBNS01.fna_00185	CDS	1134				gh105B; unsaturated rhamnogalacturonyl hydrolase Gh105B 
Rumen_CADBNS01.fna_00186	CDS	969				Membrane protease subunits, stomatin/prohibitin homologs
Rumen_CADBNS01.fna_00187	CDS	432				hypothetical protein
Rumen_CADBNS01.fna_00188	CDS	2388				ABC transporter substrate-binding protein
Rumen_CADBNS01.fna_00189	CDS	1149				ABC transporter permease
Rumen_CADBNS01.fna_00190	CDS	1746				RND family transporter
Rumen_CADBNS01.fna_00191	CDS	897				ABC transporter permease
Rumen_CADBNS01.fna_00192	CDS	885				ABC transporter permease
Rumen_CADBNS01.fna_00193	tRNA	74				tRNA-Gly(tcc)
Rumen_CADBNS01.fna_00194	tRNA	77				tRNA-Arg(tct)
Rumen_CADBNS01.fna_00195	CDS	213				truA; tRNA pseudouridine synthase A 
Rumen_CADBNS01.fna_00196	CDS	1167				hypothetical protein
Rumen_CADBNS01.fna_00197	CDS	909				Colicin V production protein.
Rumen_CADBNS01.fna_00198	CDS	2319				ATPases with chaperone activity, ATP-binding subunit
Rumen_CADBNS01.fna_00199	CDS	660				hypothetical protein
Rumen_CADBNS01.fna_00200	CDS	1335				hypothetical protein
Rumen_CADBNS01.fna_00201	CDS	306				hypothetical protein
Rumen_CADBNS01.fna_00202	CDS	588				hypothetical protein
Rumen_CADBNS01.fna_00203	CDS	228				YruB family glutaredoxin-like protein
Rumen_CADBNS01.fna_00204	CDS	519				transcriptional regulator
Rumen_CADBNS01.fna_00205	CDS	1731				ABC transporter permease/ATP-binding protein
Rumen_CADBNS01.fna_00206	CDS	1893				ABC-type multidrug transport system, ATPase and permease components
Rumen_CADBNS01.fna_00207	CDS	3612				Endo-1,4-beta-xylanase 
Rumen_CADBNS01.fna_00208	CDS	861				AraC-type DNA-binding domain-containing proteins
Rumen_CADBNS01.fna_00209	CDS	1281				hypothetical protein
Rumen_CADBNS01.fna_00210	CDS	474				ECF subfamily RNA polymerase sigma-24 subunit
Rumen_CADBNS01.fna_00211	CDS	663				chloramphenicol O-acetyltransferase
Rumen_CADBNS01.fna_00212	CDS	1101				hypothetical protein
Rumen_CADBNS01.fna_00213	CDS	1032				hypothetical protein
Rumen_CADBNS01.fna_00214	CDS	714				Deoxyribonuclease V 
Rumen_CADBNS01.fna_00215	CDS	420				hypothetical protein
Rumen_CADBNS01.fna_00216	CDS	633				NADPH-dependent FMN reductase
Rumen_CADBNS01.fna_00217	CDS	978				hypothetical protein
Rumen_CADBNS01.fna_00218	CDS	942				patatin-like phospholipase
Rumen_CADBNS01.fna_00219	CDS	1134				phosphonopyruvate decarboxylase
Rumen_CADBNS01.fna_00220	CDS	1125				iron-containing alcohol dehydrogenase
Rumen_CADBNS01.fna_00221	CDS	2019				phosphoenolpyruvate phosphomutase
Rumen_CADBNS01.fna_00222	CDS	633				phospholipid/glycerol acyltransferase
Rumen_CADBNS01.fna_00223	CDS	1638				AMP-dependent synthetase and ligase
Rumen_CADBNS01.fna_00224	CDS	1338				radical SAM protein
Rumen_CADBNS01.fna_00225	CDS	672				CDP-alcohol phosphatidyltransferase
Rumen_CADBNS01.fna_00226	CDS	639				hypothetical protein
Rumen_CADBNS01.fna_00227	CDS	1008				Beta-xylosidase
Rumen_CADBNS01.fna_00228	CDS	1035				3-deoxy-D-arabinoheptulosonate-7-phosphate synthase 
Rumen_CADBNS01.fna_00229	CDS	237				hypothetical protein
Rumen_CADBNS01.fna_00230	CDS	198				hypothetical protein
Rumen_CADBNS01.fna_00231	CDS	1929				FOG: EAL domain protein
Rumen_CADBNS01.fna_00232	CDS	1167				transglutaminase domain-containing protein
Rumen_CADBNS01.fna_00233	CDS	708				response regulator with CheY-like receiver domain and winged-helix DNA-binding domain protein
Rumen_CADBNS01.fna_00234	CDS	918				multidrug ABC transporter
Rumen_CADBNS01.fna_00235	CDS	858				hypothetical protein
Rumen_CADBNS01.fna_00236	CDS	876				signal transduction histidine kinase
Rumen_CADBNS01.fna_00237	CDS	261				hypothetical protein
Rumen_CADBNS01.fna_00238	CDS	525				nitroreductase
Rumen_CADBNS01.fna_00239	CDS	777				hypothetical protein
Rumen_CADBNS01.fna_00240	CDS	2166				ribonuclease R 
Rumen_CADBNS01.fna_00241	CDS	261				protein translocase, SecG subunit
Rumen_CADBNS01.fna_00242	CDS	1362				hypothetical protein
Rumen_CADBNS01.fna_00243	CDS	2130				hypothetical protein
Rumen_CADBNS01.fna_00244	tRNA	76				tRNA-Ala(cgc)
Rumen_CADBNS01.fna_00245	CDS	426				hypothetical protein
Rumen_CADBNS01.fna_00246	CDS	954				L-lactate dehydrogenase
Rumen_CADBNS01.fna_00247	CDS	549				hypoxanthine phosphoribosyltransferase 
Rumen_CADBNS01.fna_00248	CDS	1365				Permeases
Rumen_CADBNS01.fna_00249	CDS	867				phosphatidylserine decarboxylase precursor 
Rumen_CADBNS01.fna_00250	CDS	1230				hypothetical protein
Rumen_CADBNS01.fna_00251	CDS	2946				CoA-substrate-specific enzyme activase, putative
Rumen_CADBNS01.fna_00252	CDS	1182				hypothetical protein
Rumen_CADBNS01.fna_00253	CDS	666				hypothetical protein
Rumen_CADBNS01.fna_00254	CDS	1824				Excinuclease ABC subunit C
Rumen_CADBNS01.fna_00255	CDS	558				RNA methyltransferase, RsmD family
Rumen_CADBNS01.fna_00256	CDS	492				Phosphopantetheine adenylyltransferase 
Rumen_CADBNS01.fna_00257	CDS	537				hypothetical protein
Rumen_CADBNS01.fna_00258	CDS	1632				hypothetical protein
Rumen_CADBNS01.fna_00259	CDS	975				pyruvate carboxyltransferase
Rumen_CADBNS01.fna_00260	CDS	180				hypothetical protein
Rumen_CADBNS01.fna_00261	CDS	1053				hypothetical protein
Rumen_CADBNS01.fna_00262	CDS	1344				serine/threonine protein kinase
Rumen_CADBNS01.fna_00263	CDS	885				von Willebrand factor type A
Rumen_CADBNS01.fna_00264	CDS	984				hypothetical protein
Rumen_CADBNS01.fna_00265	CDS	1029				diguanylate cyclase
Rumen_CADBNS01.fna_00266	CDS	1326				hypothetical protein
Rumen_CADBNS01.fna_00267	CDS	528				hypothetical protein
Rumen_CADBNS01.fna_00268	CDS	2106				hypothetical protein
Rumen_CADBNS01.fna_00269	CDS	636				hypothetical protein
Rumen_CADBNS01.fna_00270	CDS	789				hypothetical protein
Rumen_CADBNS01.fna_00271	CDS	1947				threonyl-tRNA synthetase/Ser-tRNA(Thr) hydrolase 
Rumen_CADBNS01.fna_00272	CDS	375				hypothetical protein
Rumen_CADBNS01.fna_00273	CDS	498				CarD family transcriptional regulator
Rumen_CADBNS01.fna_00274	CDS	3441				putative membrane protein
Rumen_CADBNS01.fna_00275	CDS	264				carbohydrate-binding CenC domain-containing protein
Rumen_CADBNS01.fna_00276	CDS	222				hypothetical protein
Rumen_CADBNS01.fna_00277	CDS	225				hypothetical protein
Rumen_CADBNS01.fna_00278	CDS	1110				hypothetical protein
Rumen_CADBNS01.fna_00279	CDS	336				hypothetical protein
Rumen_CADBNS01.fna_00280	CDS	1389				signal recognition particle subunit FFH/SRP54 (srp54)
Rumen_CADBNS01.fna_00281	CDS	243				SSU ribosomal protein S16P
Rumen_CADBNS01.fna_00282	CDS	234				RNA-binding protein (KH domain)
Rumen_CADBNS01.fna_00283	CDS	1197				putative nlpa lipoprotein
Rumen_CADBNS01.fna_00284	CDS	819				ABC transporter
Rumen_CADBNS01.fna_00285	CDS	921				ABC transporter permease
Rumen_CADBNS01.fna_00286	CDS	999				putative methyltransferase
Rumen_CADBNS01.fna_00287	CDS	1161				Cys/Met metabolism pyridoxal-phosphate-dependent protein
Rumen_CADBNS01.fna_00288	CDS	912				cysteine synthase
Rumen_CADBNS01.fna_00289	CDS	915				Transcriptional regulator
Rumen_CADBNS01.fna_00290	CDS	516				pyruvate ferredoxin oxidoreductase, gamma subunit/pyruvate ferredoxin oxidoreductase, delta subunit 
Rumen_CADBNS01.fna_00291	CDS	291				2-oxoacid:acceptor oxidoreductase, delta subunit, pyruvate/2-ketoisovalerate family
Rumen_CADBNS01.fna_00292	CDS	1170				pyruvate flavodoxin/ferredoxin oxidoreductase domain-containing protein
Rumen_CADBNS01.fna_00293	CDS	900				thiamine pyrophosphate TPP-binding domain-containing protein
Rumen_CADBNS01.fna_00294	CDS	450				hypothetical protein
Rumen_CADBNS01.fna_00295	CDS	159				hypothetical protein
Rumen_CADBNS01.fna_00296	CDS	210				hypothetical protein
Rumen_CADBNS01.fna_00297	CDS	1329				hypothetical protein
Rumen_CADBNS01.fna_00298	CDS	414				peptide deformylase
Rumen_CADBNS01.fna_00299	CDS	1041				citrate transporter
Rumen_CADBNS01.fna_00300	CDS	1239				peptidase U32
Rumen_CADBNS01.fna_00301	CDS	1425				putative periplasmic solute-binding protein
Rumen_CADBNS01.fna_00302	CDS	570				5,10-methenyltetrahydrofolate synthetase 
Rumen_CADBNS01.fna_00303	CDS	546				DJ-1 family protein
Rumen_CADBNS01.fna_00304	CDS	888				hypothetical protein
Rumen_CADBNS01.fna_00305	CDS	768				thymidylate synthase, flavin-dependent
Rumen_CADBNS01.fna_00306	CDS	186				50S ribosomal protein L28
Rumen_CADBNS01.fna_00307	CDS	738				peptidase M50
Rumen_CADBNS01.fna_00308	CDS	705				hypothetical protein
Rumen_CADBNS01.fna_00309	CDS	576				segregation and condensation protein B
Rumen_CADBNS01.fna_00310	CDS	864				hypothetical protein
Rumen_CADBNS01.fna_00311	CDS	426				sporulation protein YtfJ
Rumen_CADBNS01.fna_00312	CDS	1158				D-alanyl-D-alanine carboxypeptidase 
Rumen_CADBNS01.fna_00313	CDS	732				ribosomal large subunit pseudouridine synthase B 
Rumen_CADBNS01.fna_00314	CDS	411				hypothetical protein
Rumen_CADBNS01.fna_00315	CDS	948				homoserine O-succinyltransferase 
Rumen_CADBNS01.fna_00316	CDS	894				hypothetical protein
Rumen_CADBNS01.fna_00317	CDS	642				hypothetical protein
Rumen_CADBNS01.fna_00318	CDS	402				hypothetical protein
Rumen_CADBNS01.fna_00319	CDS	876				putative xylanase/chitin deacetylase
Rumen_CADBNS01.fna_00320	CDS	1164				stage II sporulation protein P
Rumen_CADBNS01.fna_00321	CDS	282				hypothetical protein
Rumen_CADBNS01.fna_00322	CDS	576				hypothetical protein
Rumen_CADBNS01.fna_00323	tRNA	73				tRNA-Arg(ccg)
Rumen_CADBNS01.fna_00324	CDS	336				hypothetical protein
Rumen_CADBNS01.fna_00325	CDS	189				hypothetical protein
Rumen_CADBNS01.fna_00326	CDS	459				GNAT family acetyltransferase
Rumen_CADBNS01.fna_00327	CDS	1353				MATE efflux family protein
Rumen_CADBNS01.fna_00328	CDS	918				Mg2 transporter protein CorA family protein
Rumen_CADBNS01.fna_00329	CDS	726				putative ATPase
Rumen_CADBNS01.fna_00330	CDS	915				hypothetical protein
Rumen_CADBNS01.fna_00331	CDS	1662				fumarate reductase/succinate dehydrogenase flavoprotein domain-containing protein
Rumen_CADBNS01.fna_00332	CDS	1455				glycogen/starch synthase 
Rumen_CADBNS01.fna_00333	CDS	702				HAD-superfamily hydrolase
Rumen_CADBNS01.fna_00334	CDS	255				hypothetical protein
Rumen_CADBNS01.fna_00335	CDS	708				hypothetical protein
Rumen_CADBNS01.fna_00336	CDS	543				hypothetical protein
Rumen_CADBNS01.fna_00337	CDS	2127				PASTA domain./Protein kinase domain.
Rumen_CADBNS01.fna_00338	CDS	426				hypothetical protein
Rumen_CADBNS01.fna_00339	CDS	120				hypothetical protein
Rumen_CADBNS01.fna_00340	CDS	1518				SSS sodium solute transporter superfamily protein
Rumen_CADBNS01.fna_00341	CDS	96				hypothetical protein
Rumen_CADBNS01.fna_00342	CDS	660				hypothetical protein
Rumen_CADBNS01.fna_00343	CDS	237				hypothetical protein
Rumen_CADBNS01.fna_00344	CDS	1386				exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase
Rumen_CADBNS01.fna_00345	CDS	1065				Mannose-1-phosphate guanylyltransferase 
Rumen_CADBNS01.fna_00346	CDS	1038				GDP-mannose 4,6-dehydratase 
Rumen_CADBNS01.fna_00347	CDS	969				glycosyl transferase 2
Rumen_CADBNS01.fna_00348	CDS	2469				Signal transduction histidine kinase
Rumen_CADBNS01.fna_00349	CDS	711				winged helix family two component transcriptional regulator
Rumen_CADBNS01.fna_00350	CDS	582				sensor histidine kinase
Rumen_CADBNS01.fna_00351	CDS	846				hypothetical protein
Rumen_CADBNS01.fna_00352	CDS	402				hypothetical protein
Rumen_CADBNS01.fna_00353	CDS	435				hypothetical protein
Rumen_CADBNS01.fna_00354	CDS	132				hypothetical protein
Rumen_CADBNS01.fna_00355	CDS	2103				L-glutamine synthetase 
Rumen_CADBNS01.fna_00356	CDS	456				hypothetical protein
Rumen_CADBNS01.fna_00357	CDS	498				GNAT family acetyltransferase
Rumen_CADBNS01.fna_00358	CDS	531				hypothetical protein
Rumen_CADBNS01.fna_00359	CDS	1266				O-acetylhomoserine/O-acetylserine sulfhydrylase 
Rumen_CADBNS01.fna_00360	CDS	561				hypothetical protein
Rumen_CADBNS01.fna_00361	CDS	1923				cellulosome protein dockerin type I
Rumen_CADBNS01.fna_00362	CDS	474				ECF subfamily RNA polymerase sigma-24 subunit
Rumen_CADBNS01.fna_00363	CDS	1449				hypothetical protein
Rumen_CADBNS01.fna_00364	CDS	5148				hypothetical protein
Rumen_CADBNS01.fna_00365	CDS	8388				Fibronectin type III domain.
Rumen_CADBNS01.fna_00366	CDS	2724				hypothetical protein
Rumen_CADBNS01.fna_00367	CDS	1497				hypothetical protein
