locus_tag	ftype	length_bp	gene	EC_number	COG	product
Rumen_CACVSO01.fna_00026	CDS	1383	dauA_1		COG0659	C4-dicarboxylic acid transporter DauA
Rumen_CACVSO01.fna_00027	CDS	279	dauA_2		COG0659	C4-dicarboxylic acid transporter DauA
Rumen_CACVSO01.fna_00028	CDS	2091	glnA_1	6.3.1.2		Glutamine synthetase
Rumen_CACVSO01.fna_00029	CDS	2355	clpC_1			ATP-dependent Clp protease ATP-binding subunit ClpC
Rumen_CACVSO01.fna_00030	CDS	156				hypothetical protein
Rumen_CACVSO01.fna_00031	CDS	2586	xynC_1	3.2.1.136		Glucuronoxylanase XynC
Rumen_CACVSO01.fna_00032	CDS	2922		3.2.1.55	COG3940	Extracellular exo-alpha-(1->5)-L-arabinofuranosidase
Rumen_CACVSO01.fna_00033	CDS	1449	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
Rumen_CACVSO01.fna_00034	CDS	1539	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
Rumen_CACVSO01.fna_00035	CDS	1002	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
Rumen_CACVSO01.fna_00036	CDS	675	plsY	2.3.1.-	COG0344	Glycerol-3-phosphate acyltransferase
Rumen_CACVSO01.fna_00037	CDS	1329	der		COG1160	GTPase Der
Rumen_CACVSO01.fna_00038	CDS	1302				hypothetical protein
Rumen_CACVSO01.fna_00039	CDS	186	rpmF			50S ribosomal protein L32
Rumen_CACVSO01.fna_00040	CDS	459				hypothetical protein
Rumen_CACVSO01.fna_00041	CDS	408				hypothetical protein
Rumen_CACVSO01.fna_00042	CDS	1377	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
Rumen_CACVSO01.fna_00043	CDS	1140	dacF	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacF
Rumen_CACVSO01.fna_00044	CDS	1035	vanY_1	3.4.16.4		D-alanyl-D-alanine carboxypeptidase
Rumen_CACVSO01.fna_00045	CDS	1221	gcdB	4.1.1.70	COG1883	Glutaconyl-CoA decarboxylase subunit beta
Rumen_CACVSO01.fna_00046	CDS	402	gcdC	4.1.1.70	COG0511	Glutaconyl-CoA decarboxylase subunit gamma
Rumen_CACVSO01.fna_00047	CDS	387				hypothetical protein
Rumen_CACVSO01.fna_00048	CDS	1398		2.1.3.1	COG5016	Methylmalonyl-CoA carboxyltransferase 5S subunit
Rumen_CACVSO01.fna_00049	CDS	2562	tetM			Tetracycline resistance protein TetM from transposon TnFO1
Rumen_CACVSO01.fna_00050	CDS	540				hypothetical protein
Rumen_CACVSO01.fna_00051	CDS	780	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
Rumen_CACVSO01.fna_00052	CDS	1107				hypothetical protein
Rumen_CACVSO01.fna_00053	CDS	1383	patA_1	2.3.1.-	COG1696	Peptidoglycan O-acetyltransferase
Rumen_CACVSO01.fna_00054	CDS	600	rnmV	3.1.26.8	COG1658	Ribonuclease M5
Rumen_CACVSO01.fna_00055	CDS	1104				hypothetical protein
Rumen_CACVSO01.fna_00056	CDS	2019	comEC		COG0658	ComE operon protein 3
Rumen_CACVSO01.fna_00057	CDS	540	purR_1		COG0503	Pur operon repressor
Rumen_CACVSO01.fna_00058	CDS	354		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
Rumen_CACVSO01.fna_00059	CDS	2631	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
Rumen_CACVSO01.fna_00060	CDS	1587	spoVD_1		COG0768	Stage V sporulation protein D
Rumen_CACVSO01.fna_00061	CDS	435	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
Rumen_CACVSO01.fna_00062	CDS	1971	bgaA	3.2.1.23	COG1874	Beta-galactosidase BgaA
Rumen_CACVSO01.fna_00063	CDS	552	pspB	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
Rumen_CACVSO01.fna_00064	CDS	1662	recN		COG0497	DNA repair protein RecN
Rumen_CACVSO01.fna_00065	CDS	444	argR		COG1438	Arginine repressor
Rumen_CACVSO01.fna_00066	CDS	855	nadK	2.7.1.23	COG0061	NAD kinase
Rumen_CACVSO01.fna_00067	CDS	789	tlyA	2.1.1.226		16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
Rumen_CACVSO01.fna_00068	CDS	1896	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
Rumen_CACVSO01.fna_00069	CDS	891		2.5.1.10		Farnesyl diphosphate synthase
Rumen_CACVSO01.fna_00070	CDS	189	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
Rumen_CACVSO01.fna_00071	CDS	1191	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
Rumen_CACVSO01.fna_00072	CDS	957	tsaD_1	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
Rumen_CACVSO01.fna_00073	CDS	411	nusB		COG0781	Transcription antitermination protein NusB
Rumen_CACVSO01.fna_00074	CDS	336				hypothetical protein
Rumen_CACVSO01.fna_00075	CDS	561	spoIIIAH			Stage III sporulation protein AH
Rumen_CACVSO01.fna_00076	CDS	528				hypothetical protein
Rumen_CACVSO01.fna_00077	CDS	459				hypothetical protein
Rumen_CACVSO01.fna_00078	CDS	1095	spoIIIAE			Stage III sporulation protein AE
Rumen_CACVSO01.fna_00079	CDS	402				hypothetical protein
Rumen_CACVSO01.fna_00080	CDS	198				hypothetical protein
Rumen_CACVSO01.fna_00081	CDS	993				hypothetical protein
Rumen_CACVSO01.fna_00082	CDS	135				hypothetical protein
Rumen_CACVSO01.fna_00083	CDS	894	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
Rumen_CACVSO01.fna_00084	CDS	1068	araP_1		COG1175	L-arabinose transport system permease protein AraP
Rumen_CACVSO01.fna_00085	CDS	1467				hypothetical protein
Rumen_CACVSO01.fna_00086	CDS	2292				hypothetical protein
Rumen_CACVSO01.fna_00087	CDS	240				hypothetical protein
Rumen_CACVSO01.fna_00088	CDS	774				hypothetical protein
Rumen_CACVSO01.fna_00089	CDS	837	phnPP	3.1.4.57	COG0613	Phosphoribosyl 1,2-cyclic phosphate 1,2-diphosphodiesterase
Rumen_CACVSO01.fna_00090	CDS	822	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
Rumen_CACVSO01.fna_00091	CDS	723	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
Rumen_CACVSO01.fna_00092	CDS	513				hypothetical protein
Rumen_CACVSO01.fna_00093	CDS	1077	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
Rumen_CACVSO01.fna_00094	CDS	651	mupP	3.1.3.-	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
Rumen_CACVSO01.fna_00095	CDS	924				hypothetical protein
Rumen_CACVSO01.fna_00096	CDS	1203				hypothetical protein
Rumen_CACVSO01.fna_00097	CDS	1200	ackA	2.7.2.1	COG0282	Acetate kinase
Rumen_CACVSO01.fna_00098	CDS	1482				hypothetical protein
Rumen_CACVSO01.fna_00099	CDS	1323				hypothetical protein
Rumen_CACVSO01.fna_00100	CDS	2238	crhR	3.6.4.13		RNA helicase CrhR
Rumen_CACVSO01.fna_00101	CDS	258				hypothetical protein
Rumen_CACVSO01.fna_00102	CDS	1431	mepA			Multidrug export protein MepA
Rumen_CACVSO01.fna_00103	CDS	222				hypothetical protein
Rumen_CACVSO01.fna_00104	CDS	588	bioY_1		COG1268	Biotin transporter BioY
Rumen_CACVSO01.fna_00105	CDS	975	bioB	2.8.1.6		Biotin synthase
Rumen_CACVSO01.fna_00106	CDS	699	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
Rumen_CACVSO01.fna_00107	CDS	1200	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
Rumen_CACVSO01.fna_00108	CDS	651	ntpD			V-type sodium ATPase subunit D
Rumen_CACVSO01.fna_00109	CDS	1377	ntpB			V-type sodium ATPase subunit B
Rumen_CACVSO01.fna_00110	CDS	1830	ntpA	3.6.3.15		V-type sodium ATPase catalytic subunit A
Rumen_CACVSO01.fna_00111	CDS	321	ntpG			V-type sodium ATPase subunit G
Rumen_CACVSO01.fna_00112	CDS	939	ntpC			V-type sodium ATPase subunit C
Rumen_CACVSO01.fna_00113	CDS	603	atpE_1			V-type proton ATPase subunit E
Rumen_CACVSO01.fna_00114	CDS	474	ntpK			V-type sodium ATPase subunit K
Rumen_CACVSO01.fna_00115	CDS	1974				hypothetical protein
Rumen_CACVSO01.fna_00116	CDS	312				hypothetical protein
Rumen_CACVSO01.fna_00117	CDS	780	trxB	1.8.1.9	COG0492	Thioredoxin reductase
Rumen_CACVSO01.fna_00118	CDS	309	trxA		COG0526	Thioredoxin
Rumen_CACVSO01.fna_00119	CDS	432	ohrR			Organic hydroperoxide resistance transcriptional regulator
Rumen_CACVSO01.fna_00120	CDS	747				hypothetical protein
Rumen_CACVSO01.fna_00121	CDS	1968	ganB	3.2.1.89	COG3867	Arabinogalactan endo-beta-1,4-galactanase
Rumen_CACVSO01.fna_00122	CDS	1011	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
Rumen_CACVSO01.fna_00123	CDS	777				hypothetical protein
Rumen_CACVSO01.fna_00124	CDS	1371	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
Rumen_CACVSO01.fna_00125	CDS	1092	aroC	4.2.3.5	COG0082	Chorismate synthase
Rumen_CACVSO01.fna_00126	CDS	435	cymR			HTH-type transcriptional regulator CymR
Rumen_CACVSO01.fna_00127	CDS	498	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
Rumen_CACVSO01.fna_00128	CDS	684	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
Rumen_CACVSO01.fna_00129	CDS	561	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
Rumen_CACVSO01.fna_00130	CDS	666	queE	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
Rumen_CACVSO01.fna_00131	CDS	426				hypothetical protein
Rumen_CACVSO01.fna_00132	CDS	504				hypothetical protein
Rumen_CACVSO01.fna_00133	CDS	300				hypothetical protein
Rumen_CACVSO01.fna_00134	CDS	1077				hypothetical protein
Rumen_CACVSO01.fna_00135	CDS	1371	radA	3.6.4.-	COG1066	DNA repair protein RadA
Rumen_CACVSO01.fna_00136	CDS	873	pgaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
Rumen_CACVSO01.fna_00137	CDS	1158				hypothetical protein
Rumen_CACVSO01.fna_00138	CDS	303				hypothetical protein
Rumen_CACVSO01.fna_00139	CDS	591				hypothetical protein
Rumen_CACVSO01.fna_00140	tRNA	75				tRNA-Arg(ccg)
Rumen_CACVSO01.fna_00141	CDS	594				hypothetical protein
Rumen_CACVSO01.fna_00142	CDS	159				hypothetical protein
Rumen_CACVSO01.fna_00143	CDS	1314				hypothetical protein
Rumen_CACVSO01.fna_00144	CDS	1671				hypothetical protein
Rumen_CACVSO01.fna_00145	CDS	204	rpsQ		COG0186	30S ribosomal protein S17
Rumen_CACVSO01.fna_00146	CDS	369	rplN		COG0093	50S ribosomal protein L14
Rumen_CACVSO01.fna_00147	CDS	342	rplX		COG0198	50S ribosomal protein L24
Rumen_CACVSO01.fna_00148	CDS	540	rplE			50S ribosomal protein L5
Rumen_CACVSO01.fna_00149	CDS	255	rpsN1		COG0199	30S ribosomal protein S14
Rumen_CACVSO01.fna_00150	CDS	399	rpsH		COG0096	30S ribosomal protein S8
Rumen_CACVSO01.fna_00151	CDS	546	rplF			50S ribosomal protein L6
Rumen_CACVSO01.fna_00152	CDS	360	rplR		COG0256	50S ribosomal protein L18
Rumen_CACVSO01.fna_00153	CDS	501	rpsE			30S ribosomal protein S5
Rumen_CACVSO01.fna_00154	CDS	177	rpmD		COG1841	50S ribosomal protein L30
Rumen_CACVSO01.fna_00155	CDS	441	rplO			50S ribosomal protein L15
Rumen_CACVSO01.fna_00156	CDS	1341	secY		COG0201	Protein translocase subunit SecY
Rumen_CACVSO01.fna_00157	CDS	636	adk	2.7.4.3	COG0563	Adenylate kinase
Rumen_CACVSO01.fna_00158	CDS	753	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
Rumen_CACVSO01.fna_00159	CDS	243				hypothetical protein
Rumen_CACVSO01.fna_00160	CDS	219	infA		COG0361	Translation initiation factor IF-1
Rumen_CACVSO01.fna_00161	CDS	369	rpsM		COG0099	30S ribosomal protein S13
Rumen_CACVSO01.fna_00162	CDS	405	rpsK		COG0100	30S ribosomal protein S11
Rumen_CACVSO01.fna_00163	CDS	600	rpsD			30S ribosomal protein S4
Rumen_CACVSO01.fna_00164	CDS	966	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
Rumen_CACVSO01.fna_00165	CDS	345	rplQ			50S ribosomal protein L17
Rumen_CACVSO01.fna_00166	CDS	504	yajC		COG1862	Sec translocon accessory complex subunit YajC
Rumen_CACVSO01.fna_00167	CDS	405				hypothetical protein
Rumen_CACVSO01.fna_00168	CDS	1497	htrA_1			Putative serine protease HtrA
Rumen_CACVSO01.fna_00169	CDS	1476	srrB	2.7.13.3		Sensor protein SrrB
Rumen_CACVSO01.fna_00170	CDS	708	regX3_1		COG0745	Sensory transduction protein regX3
Rumen_CACVSO01.fna_00171	CDS	1071				hypothetical protein
Rumen_CACVSO01.fna_00172	CDS	2391				hypothetical protein
Rumen_CACVSO01.fna_00173	CDS	978	csbB	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
Rumen_CACVSO01.fna_00174	CDS	1101				hypothetical protein
Rumen_CACVSO01.fna_00175	CDS	501	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
Rumen_CACVSO01.fna_00176	CDS	651		3.1.3.5	COG0546	5'-nucleotidase
Rumen_CACVSO01.fna_00177	CDS	393				hypothetical protein
Rumen_CACVSO01.fna_00178	CDS	720	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
Rumen_CACVSO01.fna_00179	CDS	1425	purF_1	2.4.2.14	COG0034	Amidophosphoribosyltransferase
Rumen_CACVSO01.fna_00180	CDS	1038	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
Rumen_CACVSO01.fna_00181	CDS	873	yoaJ		COG4305	Expansin-YoaJ
Rumen_CACVSO01.fna_00182	CDS	468				hypothetical protein
Rumen_CACVSO01.fna_00183	CDS	624	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
Rumen_CACVSO01.fna_00184	CDS	618				hypothetical protein
Rumen_CACVSO01.fna_00185	CDS	714				hypothetical protein
Rumen_CACVSO01.fna_00186	CDS	1182	purH		COG0138	Bifunctional purine biosynthesis protein PurH
Rumen_CACVSO01.fna_00187	CDS	1962	cytR_1		COG1609	HTH-type transcriptional repressor CytR
Rumen_CACVSO01.fna_00188	CDS	267				hypothetical protein
Rumen_CACVSO01.fna_00189	CDS	696	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
Rumen_CACVSO01.fna_00190	CDS	504	rimM			Ribosome maturation factor RimM
Rumen_CACVSO01.fna_00191	CDS	837				hypothetical protein
Rumen_CACVSO01.fna_00192	CDS	1440	purB	4.3.2.2		Adenylosuccinate lyase
Rumen_CACVSO01.fna_00193	CDS	2637	yloB	3.6.3.8	COG0474	Calcium-transporting ATPase
Rumen_CACVSO01.fna_00194	CDS	774			COG0596	putative protein
Rumen_CACVSO01.fna_00195	CDS	1638	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
Rumen_CACVSO01.fna_00196	CDS	1185	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
Rumen_CACVSO01.fna_00197	CDS	585		2.3.1.-		Putative acetyltransferase
Rumen_CACVSO01.fna_00198	CDS	951	hcaR			Hca operon transcriptional activator HcaR
Rumen_CACVSO01.fna_00199	CDS	843			COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit 
Rumen_CACVSO01.fna_00200	CDS	1386	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
Rumen_CACVSO01.fna_00201	CDS	624	rex_1		COG2344	Redox-sensing transcriptional repressor Rex
Rumen_CACVSO01.fna_00202	CDS	378	crh		COG1925	HPr-like protein Crh
Rumen_CACVSO01.fna_00203	CDS	1209	spoIVB	3.4.21.116	COG0750	SpoIVB peptidase
Rumen_CACVSO01.fna_00204	CDS	450				hypothetical protein
Rumen_CACVSO01.fna_00205	CDS	480				hypothetical protein
Rumen_CACVSO01.fna_00206	CDS	1248				hypothetical protein
Rumen_CACVSO01.fna_00207	CDS	1323				hypothetical protein
Rumen_CACVSO01.fna_00208	CDS	960				hypothetical protein
Rumen_CACVSO01.fna_00209	CDS	882				hypothetical protein
Rumen_CACVSO01.fna_00210	CDS	348				hypothetical protein
Rumen_CACVSO01.fna_00211	CDS	405				hypothetical protein
Rumen_CACVSO01.fna_00212	CDS	396				hypothetical protein
Rumen_CACVSO01.fna_00213	CDS	915				hypothetical protein
Rumen_CACVSO01.fna_00214	CDS	2388				hypothetical protein
Rumen_CACVSO01.fna_00215	tRNA	74				tRNA-Gly(tcc)
Rumen_CACVSO01.fna_00216	tRNA	77				tRNA-Arg(tct)
Rumen_CACVSO01.fna_00217	tRNA	77				tRNA-His(gtg)
Rumen_CACVSO01.fna_00218	CDS	924				hypothetical protein
Rumen_CACVSO01.fna_00219	CDS	411	immR		COG1396	HTH-type transcriptional regulator ImmR
Rumen_CACVSO01.fna_00220	CDS	1281				hypothetical protein
Rumen_CACVSO01.fna_00221	CDS	144				hypothetical protein
Rumen_CACVSO01.fna_00222	CDS	1062				hypothetical protein
Rumen_CACVSO01.fna_00223	CDS	735				hypothetical protein
Rumen_CACVSO01.fna_00224	CDS	1041				hypothetical protein
Rumen_CACVSO01.fna_00225	CDS	10857				hypothetical protein
Rumen_CACVSO01.fna_00226	CDS	315				hypothetical protein
Rumen_CACVSO01.fna_00227	CDS	924				hypothetical protein
Rumen_CACVSO01.fna_00228	CDS	447				hypothetical protein
Rumen_CACVSO01.fna_00229	CDS	354				hypothetical protein
Rumen_CACVSO01.fna_00230	CDS	1296				hypothetical protein
Rumen_CACVSO01.fna_00231	CDS	2523				hypothetical protein
Rumen_CACVSO01.fna_00232	CDS	615	dnaG_1	2.7.7.-	COG0358	DNA primase
Rumen_CACVSO01.fna_00233	CDS	1398				hypothetical protein
Rumen_CACVSO01.fna_00234	CDS	180				hypothetical protein
Rumen_CACVSO01.fna_00235	CDS	231				hypothetical protein
Rumen_CACVSO01.fna_00236	CDS	1542	tnpR_1		COG1961	Transposon gamma-delta resolvase
Rumen_CACVSO01.fna_00237	CDS	858				hypothetical protein
Rumen_CACVSO01.fna_00238	CDS	1638	tnpR_2			Transposon Tn3 resolvase
Rumen_CACVSO01.fna_00239	CDS	171				hypothetical protein
Rumen_CACVSO01.fna_00240	CDS	573				hypothetical protein
Rumen_CACVSO01.fna_00241	CDS	822				hypothetical protein
Rumen_CACVSO01.fna_00242	CDS	828				hypothetical protein
Rumen_CACVSO01.fna_00243	CDS	993				hypothetical protein
Rumen_CACVSO01.fna_00244	CDS	10575				hypothetical protein
Rumen_CACVSO01.fna_00245	CDS	855		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
Rumen_CACVSO01.fna_00246	CDS	306				hypothetical protein
Rumen_CACVSO01.fna_00247	CDS	465				hypothetical protein
Rumen_CACVSO01.fna_00248	CDS	228				hypothetical protein
Rumen_CACVSO01.fna_00249	CDS	1725			COG2200	putative signaling protein
Rumen_CACVSO01.fna_00250	CDS	531	polC_1	2.7.7.7	COG2176	DNA polymerase III PolC-type
Rumen_CACVSO01.fna_00251	CDS	264				hypothetical protein
Rumen_CACVSO01.fna_00252	CDS	288				hypothetical protein
Rumen_CACVSO01.fna_00253	CDS	759	pdeR_1	3.1.4.52	COG2199	Cyclic di-GMP phosphodiesterase PdeR
Rumen_CACVSO01.fna_00254	CDS	720				hypothetical protein
Rumen_CACVSO01.fna_00255	CDS	801	sipW_1	3.4.21.89	COG0681	Signal peptidase I W
Rumen_CACVSO01.fna_00256	CDS	1581				hypothetical protein
Rumen_CACVSO01.fna_00257	CDS	2976	sipW_2	3.4.21.89	COG0681	Signal peptidase I W
Rumen_CACVSO01.fna_00258	CDS	471				hypothetical protein
Rumen_CACVSO01.fna_00259	CDS	228				hypothetical protein
Rumen_CACVSO01.fna_00260	CDS	741	prsW	3.4.-.-	COG2339	Protease PrsW
Rumen_CACVSO01.fna_00261	CDS	696				hypothetical protein
Rumen_CACVSO01.fna_00262	CDS	1407	glyQS	6.1.1.14		Glycine--tRNA ligase
Rumen_CACVSO01.fna_00263	CDS	927	nadA	2.5.1.72	COG0379	Quinolinate synthase A
Rumen_CACVSO01.fna_00264	CDS	1038		1.8.-.-	COG0502	[FeFe] hydrogenase maturase subunit HydE
Rumen_CACVSO01.fna_00265	CDS	939				hypothetical protein
Rumen_CACVSO01.fna_00266	CDS	960				hypothetical protein
Rumen_CACVSO01.fna_00267	CDS	1560				hypothetical protein
Rumen_CACVSO01.fna_00268	CDS	1113	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
Rumen_CACVSO01.fna_00269	CDS	1419	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
Rumen_CACVSO01.fna_00270	CDS	546				hypothetical protein
Rumen_CACVSO01.fna_00271	CDS	885				hypothetical protein
Rumen_CACVSO01.fna_00272	CDS	1359				hypothetical protein
Rumen_CACVSO01.fna_00273	CDS	834				hypothetical protein
Rumen_CACVSO01.fna_00274	CDS	996				hypothetical protein
Rumen_CACVSO01.fna_00275	CDS	657				hypothetical protein
Rumen_CACVSO01.fna_00276	CDS	1023	cas1	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
Rumen_CACVSO01.fna_00277	CDS	291	cas2	3.1.-.-		CRISPR-associated endoribonuclease Cas2
Rumen_CACVSO01.fna_00278	CDS	444				hypothetical protein
Rumen_CACVSO01.fna_00279	CDS	774				hypothetical protein
Rumen_CACVSO01.fna_00280	CDS	432				hypothetical protein
Rumen_CACVSO01.fna_00281	CDS	1731				hypothetical protein
Rumen_CACVSO01.fna_00282	CDS	1236	adh2_1	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
Rumen_CACVSO01.fna_00283	CDS	3342	ccpA		COG1609	Catabolite control protein A
Rumen_CACVSO01.fna_00284	CDS	567				hypothetical protein
Rumen_CACVSO01.fna_00285	CDS	171				hypothetical protein
Rumen_CACVSO01.fna_00286	CDS	591	fic	2.7.7.-	COG2184	putative adenosine monophosphate-protein transferase fic
Rumen_CACVSO01.fna_00287	CDS	1290	mgl_1	4.4.1.11	COG0626	L-methionine gamma-lyase
Rumen_CACVSO01.fna_00288	CDS	120				hypothetical protein
Rumen_CACVSO01.fna_00289	CDS	207				hypothetical protein
Rumen_CACVSO01.fna_00290	CDS	432				hypothetical protein
Rumen_CACVSO01.fna_00291	CDS	4053	rpfC	2.7.13.3	COG0642	Sensory/regulatory protein RpfC
Rumen_CACVSO01.fna_00292	CDS	270	yccX	3.6.1.7	COG1254	Acylphosphatase
Rumen_CACVSO01.fna_00293	CDS	1314				Carbohydrate-binding domain-containing protein
Rumen_CACVSO01.fna_00294	CDS	675	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
Rumen_CACVSO01.fna_00295	CDS	1446	phoR_1	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
Rumen_CACVSO01.fna_00296	CDS	495		2.3.1.-	COG1670	Acetyltransferase
Rumen_CACVSO01.fna_00297	CDS	597	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
Rumen_CACVSO01.fna_00298	CDS	891	porB	1.2.7.1	COG1013	Pyruvate synthase subunit PorB
Rumen_CACVSO01.fna_00299	CDS	1167		1.2.7.10	COG0674	Oxalate oxidoreductase subunit alpha
Rumen_CACVSO01.fna_00300	CDS	294	porD		COG1144	Pyruvate synthase subunit PorD
Rumen_CACVSO01.fna_00301	CDS	513	porC	1.2.7.1	COG1014	Pyruvate synthase subunit PorC
Rumen_CACVSO01.fna_00302	CDS	1167	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
Rumen_CACVSO01.fna_00303	CDS	1341		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
Rumen_CACVSO01.fna_00304	CDS	909	cysB_1			HTH-type transcriptional regulator CysB
Rumen_CACVSO01.fna_00305	CDS	894	mccA	2.5.1.134	COG0031	O-acetylserine dependent cystathionine beta-synthase
Rumen_CACVSO01.fna_00306	CDS	1158	metC	4.4.1.8	COG0626	Cystathionine beta-lyase
Rumen_CACVSO01.fna_00307	CDS	897				hypothetical protein
Rumen_CACVSO01.fna_00308	CDS	921	cmpB		COG0600	Bicarbonate transport system permease protein CmpB
Rumen_CACVSO01.fna_00309	CDS	819	cmpD	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
Rumen_CACVSO01.fna_00310	CDS	1191	ssuA		COG0715	Putative aliphatic sulfonates-binding protein
Rumen_CACVSO01.fna_00311	CDS	2013				hypothetical protein
Rumen_CACVSO01.fna_00312	CDS	627				hypothetical protein
