locus_tag	ftype	length_bp	gene	EC_number	COG	product
Rumen_CACVNT01.fna_00093	CDS	2343				ATP-dependent proteinase. Serine peptidase. MEROPS family S16 
Rumen_CACVNT01.fna_00094	CDS	609				ribosome biogenesis GTP-binding protein YsxC/EngB
Rumen_CACVNT01.fna_00095	CDS	1299				diaminopimelate decarboxylase 
Rumen_CACVNT01.fna_00096	CDS	945				radical SAM protein
Rumen_CACVNT01.fna_00097	CDS	510				shikimate kinase
Rumen_CACVNT01.fna_00098	CDS	738				Septum formation inhibitor-activating ATPase
Rumen_CACVNT01.fna_00099	CDS	402				methylglyoxal synthase 
Rumen_CACVNT01.fna_00100	CDS	1335				histidyl-tRNA synthetase 
Rumen_CACVNT01.fna_00101	CDS	1779				aspartyl-tRNA synthetase 
Rumen_CACVNT01.fna_00102	CDS	459				NUDIX hydrolase
Rumen_CACVNT01.fna_00103	CDS	309				hypothetical protein
Rumen_CACVNT01.fna_00104	CDS	1974				Archaeal/vacuolar-type H+-ATPase subunit I 
Rumen_CACVNT01.fna_00105	CDS	474				ATP synthase subunit C. 
Rumen_CACVNT01.fna_00106	CDS	597				Archaeal/vacuolar-type H+-ATPase subunit E 
Rumen_CACVNT01.fna_00107	CDS	942				Archaeal/vacuolar-type H+-ATPase subunit C 
Rumen_CACVNT01.fna_00108	CDS	312				Archaeal/vacuolar-type H+-ATPase subunit F 
Rumen_CACVNT01.fna_00109	CDS	1770				Archaeal/vacuolar-type H+-ATPase subunit A 
Rumen_CACVNT01.fna_00110	CDS	1377				Archaeal/vacuolar-type H+-ATPase subunit B 
Rumen_CACVNT01.fna_00111	CDS	621				V-type ATP synthase subunit D 
Rumen_CACVNT01.fna_00112	CDS	2115				polyribonucleotide nucleotidyltransferase 
Rumen_CACVNT01.fna_00113	CDS	267				SSU ribosomal protein S15P
Rumen_CACVNT01.fna_00114	CDS	423				Bacterial membrane flanked domain.
Rumen_CACVNT01.fna_00115	CDS	1065				methyltransferase, FkbM family
Rumen_CACVNT01.fna_00116	CDS	636				ABC transporter permease
Rumen_CACVNT01.fna_00117	CDS	852				ABC transporter-like protein
Rumen_CACVNT01.fna_00118	CDS	375				GntR family transcriptional regulator
Rumen_CACVNT01.fna_00119	CDS	870				hypothetical protein
Rumen_CACVNT01.fna_00120	CDS	1194				homoserine dehydrogenase 
Rumen_CACVNT01.fna_00121	CDS	444				ACT domain-containing protein 
Rumen_CACVNT01.fna_00122	CDS	1275				AAA ATPase
Rumen_CACVNT01.fna_00123	CDS	351				glyoxalase/bleomycin resistance protein/dioxygenase
Rumen_CACVNT01.fna_00124	CDS	399				hypothetical protein
Rumen_CACVNT01.fna_00125	CDS	1257				serine hydroxymethyltransferase 
Rumen_CACVNT01.fna_00126	CDS	666				hypothetical protein
Rumen_CACVNT01.fna_00127	CDS	984				hypothetical protein
Rumen_CACVNT01.fna_00128	CDS	279				hypothetical protein
Rumen_CACVNT01.fna_00129	CDS	252				hypothetical protein
Rumen_CACVNT01.fna_00130	tRNA	76				tRNA-Pro(ggg)
Rumen_CACVNT01.fna_00131	CDS	786				MIP family transporter
Rumen_CACVNT01.fna_00132	CDS	516				NUDIX hydrolase
Rumen_CACVNT01.fna_00133	CDS	990				Site-specific recombinase XerD
Rumen_CACVNT01.fna_00134	CDS	1872				asparagine synthase (glutamine-hydrolyzing) 
Rumen_CACVNT01.fna_00135	CDS	669				hypothetical protein
Rumen_CACVNT01.fna_00136	CDS	1083				aspartate carbamoyltransferase 
Rumen_CACVNT01.fna_00137	CDS	792				electron transport complex, RnfABCDGE type, B subunit
Rumen_CACVNT01.fna_00138	CDS	558				electron transport complex, RnfABCDGE type, A subunit
Rumen_CACVNT01.fna_00139	CDS	675				electron transport complex, RnfABCDGE type, E subunit
Rumen_CACVNT01.fna_00140	CDS	528				putative NADH:ubiquinone oxidoreductase, subunit RnfG
Rumen_CACVNT01.fna_00141	CDS	942				electron transport complex, RnfABCDGE type, D subunit
Rumen_CACVNT01.fna_00142	CDS	1278				electron transport complex, RnfABCDGE type, C subunit
Rumen_CACVNT01.fna_00143	tRNA	72				tRNA-Cys(gca)
Rumen_CACVNT01.fna_00144	tRNA	76				tRNA-Gly(gcc)
Rumen_CACVNT01.fna_00145	tRNA	77				tRNA-Asp(gtc)
Rumen_CACVNT01.fna_00146	tRNA	76				tRNA-Val(tac)
Rumen_CACVNT01.fna_00147	CDS	957				Serine O-acetyltransferase 
Rumen_CACVNT01.fna_00148	CDS	870				PP-loop domain-containing protein
Rumen_CACVNT01.fna_00149	CDS	915				hypothetical protein
Rumen_CACVNT01.fna_00150	CDS	2337				ATPases with chaperone activity, ATP-binding subunit
Rumen_CACVNT01.fna_00151	CDS	120				hypothetical protein
Rumen_CACVNT01.fna_00152	CDS	1287				ATP-dependent Clp protease ATP-binding subunit ClpX 
Rumen_CACVNT01.fna_00153	CDS	591				ATP-dependent Clp protease proteolytic subunit ClpP 
Rumen_CACVNT01.fna_00154	CDS	1293				trigger factor
Rumen_CACVNT01.fna_00155	CDS	693				putative phosphohydrolase
Rumen_CACVNT01.fna_00156	CDS	1494				threonine synthase 
Rumen_CACVNT01.fna_00157	CDS	378				hypothetical protein
Rumen_CACVNT01.fna_00158	CDS	618				RNase HII 
Rumen_CACVNT01.fna_00159	CDS	882				Ras superfamily GTP-binding protein YlqF
Rumen_CACVNT01.fna_00160	CDS	744				signal peptidase I, bacterial type 
Rumen_CACVNT01.fna_00161	CDS	345				LSU ribosomal protein L19P
Rumen_CACVNT01.fna_00162	CDS	792				methyltransferase type 11
Rumen_CACVNT01.fna_00163	CDS	654				hypothetical protein
Rumen_CACVNT01.fna_00164	CDS	1839				Fe-S oxidoreductase
Rumen_CACVNT01.fna_00165	CDS	498				hypothetical protein
Rumen_CACVNT01.fna_00166	CDS	495				putative acetyltransferase
Rumen_CACVNT01.fna_00167	CDS	393				cytidine deaminase
Rumen_CACVNT01.fna_00168	CDS	204				hypothetical protein
Rumen_CACVNT01.fna_00169	CDS	705				short-chain dehydrogenase/reductase SDR
Rumen_CACVNT01.fna_00170	CDS	585				hydrolase
Rumen_CACVNT01.fna_00171	CDS	1938				Phosphoglycerol transferase, alkaline phosphatase superfamily
Rumen_CACVNT01.fna_00172	CDS	390				Thioesterase superfamily protein
Rumen_CACVNT01.fna_00173	CDS	1461				hypothetical protein
Rumen_CACVNT01.fna_00174	CDS	291				hypothetical protein
Rumen_CACVNT01.fna_00175	CDS	501				ribonucleoside-triphosphate reductase class III activase subunit 
Rumen_CACVNT01.fna_00176	CDS	2319				ribonucleoside-triphosphate reductase class III catalytic subunit 
Rumen_CACVNT01.fna_00177	CDS	852				Lysophospholipase L1
Rumen_CACVNT01.fna_00178	CDS	351				hypothetical protein
Rumen_CACVNT01.fna_00179	CDS	654				orotate phosphoribosyltransferase 
Rumen_CACVNT01.fna_00180	CDS	1212				YidE/YbjL duplication
Rumen_CACVNT01.fna_00181	CDS	1602				L-aspartate oxidase 
Rumen_CACVNT01.fna_00182	CDS	684				CO dehydrogenase/acetyl-CoA synthase alpha subunit
Rumen_CACVNT01.fna_00183	CDS	828				oxidoreductase FAD/NAD(P)-binding domain-containing protein
Rumen_CACVNT01.fna_00184	CDS	1020				hypothetical protein
Rumen_CACVNT01.fna_00185	CDS	972				hypothetical protein
Rumen_CACVNT01.fna_00186	CDS	447				Coenzyme F420-reducing hydrogenase, delta subunit
Rumen_CACVNT01.fna_00187	CDS	1992				FAD dependent oxidoreductase
Rumen_CACVNT01.fna_00188	CDS	384				hypothetical protein
Rumen_CACVNT01.fna_00189	CDS	798				Heterodisulfide reductase, subunit B 
Rumen_CACVNT01.fna_00190	CDS	1425				class II fumarate hydratase 
Rumen_CACVNT01.fna_00191	CDS	648				Rex DNA-binding domain-containing protein
Rumen_CACVNT01.fna_00192	CDS	1212				isocitrate dehydrogenase, NADP-dependent, eukaryotic type 
Rumen_CACVNT01.fna_00193	CDS	723				fimbrial assembly protein FimC
Rumen_CACVNT01.fna_00194	CDS	1938				aconitase 
Rumen_CACVNT01.fna_00195	CDS	1740				ABC transporter ATP-binding protein/permease
Rumen_CACVNT01.fna_00196	CDS	1734				ABC transporter
Rumen_CACVNT01.fna_00197	CDS	1233				UDP-glucose pyrophosphorylase 
Rumen_CACVNT01.fna_00198	CDS	897				hypothetical protein
Rumen_CACVNT01.fna_00199	CDS	690				LPXTG-site transpeptidase (sortase) family protein
Rumen_CACVNT01.fna_00200	CDS	942				hypothetical protein
Rumen_CACVNT01.fna_00201	CDS	1059				lysophospholipase L1-like esterase
Rumen_CACVNT01.fna_00202	tRNA	75				tRNA-Arg(acg)
Rumen_CACVNT01.fna_00203	tRNA	76				tRNA-Lys(ttt)
Rumen_CACVNT01.fna_00204	CDS	360				sporulation transcriptional activator Spo0A
Rumen_CACVNT01.fna_00205	CDS	1635				AMP-dependent synthetase and ligase
Rumen_CACVNT01.fna_00206	CDS	414				hypothetical protein
Rumen_CACVNT01.fna_00207	CDS	1275				thymidine phosphorylase 
Rumen_CACVNT01.fna_00208	CDS	255				SigmaK-factor processing regulatory protein BofA.
Rumen_CACVNT01.fna_00209	CDS	372				hypothetical protein
Rumen_CACVNT01.fna_00210	CDS	354				hypothetical protein
Rumen_CACVNT01.fna_00211	CDS	249				hypothetical protein
Rumen_CACVNT01.fna_00212	CDS	486				phosphoesterase
Rumen_CACVNT01.fna_00213	CDS	1401				hypothetical protein
Rumen_CACVNT01.fna_00214	CDS	483				RNA polymerase ECF subfamily sigma factor
Rumen_CACVNT01.fna_00215	CDS	924				hypothetical protein
Rumen_CACVNT01.fna_00216	CDS	588				hypothetical protein
Rumen_CACVNT01.fna_00217	CDS	801				pyrroline-5-carboxylate reductase 
Rumen_CACVNT01.fna_00218	CDS	273				hypothetical protein
Rumen_CACVNT01.fna_00219	CDS	894				putative Fe-S protein PflX, of pyruvate formate lyase activating proteins 
Rumen_CACVNT01.fna_00220	CDS	507				DNA-directed RNA polymerase specialized sigma subunit, sigma24 
Rumen_CACVNT01.fna_00221	CDS	1542				hypothetical protein
Rumen_CACVNT01.fna_00222	CDS	2097				L-glutamine synthetase 
Rumen_CACVNT01.fna_00223	CDS	1218				phosphofructokinase
Rumen_CACVNT01.fna_00224	CDS	789				HAD superfamily hydrolase
Rumen_CACVNT01.fna_00225	CDS	516				cob(I)yrinic acid a,c-diamide adenosyltransferase 
Rumen_CACVNT01.fna_00226	CDS	228				hypothetical protein
Rumen_CACVNT01.fna_00227	CDS	501				heptaprenyl diphosphate synthase component I
Rumen_CACVNT01.fna_00228	CDS	357				hypothetical protein
Rumen_CACVNT01.fna_00229	CDS	1134				apbE; thiamin biosynthesis lipoprotein ApbE
Rumen_CACVNT01.fna_00230	CDS	1542				phosphoglycerate mutase 
Rumen_CACVNT01.fna_00231	CDS	777				triosephosphate isomerase 
Rumen_CACVNT01.fna_00232	CDS	225				hypothetical protein
Rumen_CACVNT01.fna_00233	CDS	1221				phosphoglycerate kinase 
Rumen_CACVNT01.fna_00234	CDS	1221				Na(+)-transporting decarboxylase 
Rumen_CACVNT01.fna_00235	CDS	402				acetyl-CoA carboxylase biotin carboxyl carrier protein subunit 
Rumen_CACVNT01.fna_00236	CDS	390				hypothetical protein
Rumen_CACVNT01.fna_00237	CDS	1398				hypothetical protein
Rumen_CACVNT01.fna_00238	CDS	2571				small GTP-binding protein domain protein
Rumen_CACVNT01.fna_00239	CDS	642				hypothetical protein
Rumen_CACVNT01.fna_00240	CDS	639				SAM-dependent methyltransferase
Rumen_CACVNT01.fna_00241	CDS	1839				glucosamine/fructose-6-phosphate aminotransferase
Rumen_CACVNT01.fna_00242	CDS	1413				Putative virion core protein (lumpy skin disease virus)
Rumen_CACVNT01.fna_00243	CDS	342				Arsenate reductase, glutaredoxin family
Rumen_CACVNT01.fna_00244	CDS	2769				beta-glucosidase 
Rumen_CACVNT01.fna_00245	CDS	552				Rubrerythrin
Rumen_CACVNT01.fna_00246	CDS	267				hypothetical protein
Rumen_CACVNT01.fna_00247	CDS	669				hypothetical protein
Rumen_CACVNT01.fna_00248	CDS	864				Undecaprenyl-diphosphatase 
Rumen_CACVNT01.fna_00249	CDS	240				hypothetical protein
Rumen_CACVNT01.fna_00250	CDS	414				hypothetical protein
Rumen_CACVNT01.fna_00251	CDS	693				RelA/SpoT domain protein
Rumen_CACVNT01.fna_00252	CDS	1866				multidrug ABC transporter ATPase and permease
Rumen_CACVNT01.fna_00253	CDS	903				hypothetical protein
Rumen_CACVNT01.fna_00254	CDS	822				DNA-(apurinic or apyrimidinic site) lyase 
Rumen_CACVNT01.fna_00255	CDS	252				hypothetical protein
Rumen_CACVNT01.fna_00256	CDS	861				AraC-type DNA-binding domain-containing proteins
Rumen_CACVNT01.fna_00257	CDS	1464				hypothetical protein
Rumen_CACVNT01.fna_00258	CDS	453				Bacterial membrane flanked domain.
Rumen_CACVNT01.fna_00259	CDS	1239				amino acid carrier protein
Rumen_CACVNT01.fna_00260	CDS	1824				hypothetical protein
Rumen_CACVNT01.fna_00261	CDS	1950				putative signaling protein consisting of a modified GGDEF domain and a DHH domain protein
Rumen_CACVNT01.fna_00262	CDS	447				50S ribosomal protein L9
Rumen_CACVNT01.fna_00263	CDS	1356				primary replicative DNA helicase 
Rumen_CACVNT01.fna_00264	CDS	1338				hypothetical protein
Rumen_CACVNT01.fna_00265	CDS	1908				ATP-dependent metalloprotease FtsH 
Rumen_CACVNT01.fna_00266	CDS	420				FOG: FHA domain protein
Rumen_CACVNT01.fna_00267	CDS	1293				Bacterial cell division membrane protein
Rumen_CACVNT01.fna_00268	CDS	1362				Cell division protein FtsI/penicillin-binding protein 2
Rumen_CACVNT01.fna_00269	CDS	528				ribosomal subunit interface protein
Rumen_CACVNT01.fna_00270	CDS	672				hypothetical protein
Rumen_CACVNT01.fna_00271	CDS	816				putative membrane protein
Rumen_CACVNT01.fna_00272	CDS	975				pyruvate carboxyltransferase
Rumen_CACVNT01.fna_00273	CDS	2241				DNA topoisomerase 
Rumen_CACVNT01.fna_00274	CDS	225				hypothetical protein
Rumen_CACVNT01.fna_00275	CDS	2001				Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), B subunit 
Rumen_CACVNT01.fna_00276	CDS	351				arsenate reductase
Rumen_CACVNT01.fna_00277	CDS	1038				hypothetical protein
Rumen_CACVNT01.fna_00278	CDS	954				MoxR-like ATPases 
Rumen_CACVNT01.fna_00279	CDS	1194				hypothetical protein
Rumen_CACVNT01.fna_00280	CDS	2757				Transglutaminase-like enzymes, putative cysteine proteases
Rumen_CACVNT01.fna_00281	CDS	606				hypothetical protein
Rumen_CACVNT01.fna_00282	CDS	939				LysR family transcriptional regulator
Rumen_CACVNT01.fna_00283	CDS	1404				Aspartyl aminopeptidase 
Rumen_CACVNT01.fna_00284	CDS	648				dephospho-CoA kinase 
Rumen_CACVNT01.fna_00285	CDS	1014				translation factor SUA5
Rumen_CACVNT01.fna_00286	CDS	1074				bacterial peptide chain release factor 1 (bRF-1)
Rumen_CACVNT01.fna_00287	CDS	357				hypothetical protein
Rumen_CACVNT01.fna_00288	CDS	918				RNA-binding S1 domain-containing protein
Rumen_CACVNT01.fna_00289	CDS	963				6-phosphofructokinase 
Rumen_CACVNT01.fna_00290	CDS	3408				DNA polymerase III catalytic subunit, DnaE type 
Rumen_CACVNT01.fna_00291	CDS	828				hypothetical protein
Rumen_CACVNT01.fna_00292	CDS	873				putative P-loop-containing kinase
Rumen_CACVNT01.fna_00293	CDS	903				UDP-N-acetylmuramate dehydrogenase 
Rumen_CACVNT01.fna_00294	CDS	960				Hpr(Ser) kinase/phosphatase 
Rumen_CACVNT01.fna_00295	CDS	1203				hypothetical protein
Rumen_CACVNT01.fna_00296	CDS	573				putative NADH:ubiquinone oxidoreductase, subunit RnfA
Rumen_CACVNT01.fna_00297	CDS	633				putative NADH:ubiquinone oxidoreductase, subunit RnfE
Rumen_CACVNT01.fna_00298	CDS	984				putative NADH:ubiquinone oxidoreductase, subunit RnfD
Rumen_CACVNT01.fna_00299	CDS	756				ribulose-phosphate 3-epimerase 
Rumen_CACVNT01.fna_00300	CDS	684				RNA polymerase sigma 28 subunit SigK
Rumen_CACVNT01.fna_00301	CDS	912				Nucleoside-diphosphate-sugar epimerases 
Rumen_CACVNT01.fna_00302	CDS	444				hypothetical protein
Rumen_CACVNT01.fna_00303	CDS	981				DnaD and phage-associated domain protein
Rumen_CACVNT01.fna_00304	CDS	960				DNA replication protein
Rumen_CACVNT01.fna_00305	CDS	1263				hypothetical protein
Rumen_CACVNT01.fna_00306	CDS	786				thymidylate synthase, flavin-dependent
Rumen_CACVNT01.fna_00307	CDS	891				hypothetical protein
Rumen_CACVNT01.fna_00308	CDS	543				DJ-1 family protein
Rumen_CACVNT01.fna_00309	CDS	582				5-formyltetrahydrofolate cyclo-ligase
Rumen_CACVNT01.fna_00310	CDS	1482				putative periplasmic solute-binding protein
Rumen_CACVNT01.fna_00311	CDS	1218				peptidase U32
Rumen_CACVNT01.fna_00312	CDS	435				hypothetical protein
Rumen_CACVNT01.fna_00313	CDS	561				Biopolymer transport protein ExbD/TolR.
Rumen_CACVNT01.fna_00314	CDS	447				MotA/TolQ/ExbB proton channel family.
Rumen_CACVNT01.fna_00315	CDS	1053				hypothetical protein
Rumen_CACVNT01.fna_00316	CDS	1875				sensory transduction protein kinase
Rumen_CACVNT01.fna_00317	CDS	1932				diguanylate cyclase
Rumen_CACVNT01.fna_00318	CDS	1740				Mismatch repair ATPase (MutS family)
Rumen_CACVNT01.fna_00319	CDS	1635				spore coat protein CotH
Rumen_CACVNT01.fna_00320	tRNA	75				tRNA-Met(cat)
Rumen_CACVNT01.fna_00321	rRNA	109				5S ribosomal RNA
Rumen_CACVNT01.fna_00322	CDS	1083				Resolvase domain protein
Rumen_CACVNT01.fna_00323	CDS	1563				AAA ATPase
Rumen_CACVNT01.fna_00324	CDS	621				hypothetical protein
Rumen_CACVNT01.fna_00325	CDS	465				hypothetical protein
Rumen_CACVNT01.fna_00326	CDS	633				hypothetical protein
Rumen_CACVNT01.fna_00327	CDS	849				hypothetical protein
Rumen_CACVNT01.fna_00328	CDS	939				hypothetical protein
Rumen_CACVNT01.fna_00329	CDS	1092				RES domain-containing protein
Rumen_CACVNT01.fna_00330	CDS	2325				Superfamily I DNA and RNA helicase 
Rumen_CACVNT01.fna_00331	CDS	537				hypothetical protein
Rumen_CACVNT01.fna_00332	CDS	468				GNAT family acetyltransferase
Rumen_CACVNT01.fna_00333	CDS	663				putative hydrolase of the alpha/beta superfamily protein
Rumen_CACVNT01.fna_00334	CDS	1461				short-chain dehydrogenase/reductase SDR
Rumen_CACVNT01.fna_00335	CDS	690				two component transcriptional regulator
Rumen_CACVNT01.fna_00336	CDS	912				multidrug ABC transporter ATPase
Rumen_CACVNT01.fna_00337	CDS	741				hypothetical protein
Rumen_CACVNT01.fna_00338	CDS	897				histidine kinase
Rumen_CACVNT01.fna_00339	CDS	783				zinc/iron permease
Rumen_CACVNT01.fna_00340	CDS	654				putative transporter
Rumen_CACVNT01.fna_00341	CDS	750				aminoglycoside phosphotransferase
Rumen_CACVNT01.fna_00342	CDS	2637				adhE; AdhE 
Rumen_CACVNT01.fna_00343	CDS	1734				ABC transporter-like protein
Rumen_CACVNT01.fna_00344	CDS	1764				ABC transporter-like protein
Rumen_CACVNT01.fna_00345	CDS	633				regulatory protein TetR
Rumen_CACVNT01.fna_00346	CDS	807				hypothetical protein
Rumen_CACVNT01.fna_00347	CDS	606				clpP; ATP-dependent Clp protease proteolytic subunit 
Rumen_CACVNT01.fna_00348	CDS	1296				type IV secretory pathway, VirD4 component
Rumen_CACVNT01.fna_00349	CDS	1656				fumarate reductase/succinate dehydrogenase flavoprotein domain-containing protein
Rumen_CACVNT01.fna_00350	CDS	180				hypothetical protein
Rumen_CACVNT01.fna_00351	CDS	918				McrBC 5-methylcytosine restriction system component
Rumen_CACVNT01.fna_00352	CDS	1761				McrB domain-containing protein
Rumen_CACVNT01.fna_00353	CDS	474				hypothetical protein
Rumen_CACVNT01.fna_00354	CDS	600				helix-turn-helix domain-containing protein
Rumen_CACVNT01.fna_00355	CDS	1083				GntR family transcriptional regulator
Rumen_CACVNT01.fna_00356	CDS	672				AraC family transcriptional regulator
Rumen_CACVNT01.fna_00357	CDS	1044				sugar ABC transporter substrate-binding protein
Rumen_CACVNT01.fna_00358	CDS	1515				sugar ABC transporter ATP-binding protein
Rumen_CACVNT01.fna_00359	CDS	1098				ABC transporter permease
