locus_tag	ftype	length_bp	gene	EC_number	COG	product
Rumen_CADAEW01.fna_00117	CDS	1440				prolyl-tRNA synthetase 
Rumen_CADAEW01.fna_00118	CDS	2532				peptidase S8 and S53 subtilisin kexin sedolisin
Rumen_CADAEW01.fna_00119	CDS	348				Growth inhibitor
Rumen_CADAEW01.fna_00120	CDS	1071				hypothetical protein
Rumen_CADAEW01.fna_00121	CDS	1017				stage V sporulation protein AD
Rumen_CADAEW01.fna_00122	CDS	360				stage V sporulation protein AE
Rumen_CADAEW01.fna_00123	CDS	2043				preprotein translocase subunit YidC
Rumen_CADAEW01.fna_00124	CDS	270				hypothetical protein
Rumen_CADAEW01.fna_00125	CDS	1260				Hemolysins containing CBS domains
Rumen_CADAEW01.fna_00126	CDS	921				Uridine kinase
Rumen_CADAEW01.fna_00127	CDS	261				hypothetical protein
Rumen_CADAEW01.fna_00128	CDS	777				metallophosphoesterase
Rumen_CADAEW01.fna_00129	CDS	1821				asparagine synthase (glutamine-hydrolyzing) 
Rumen_CADAEW01.fna_00130	CDS	1203				Type II secretory pathway, component PulF
Rumen_CADAEW01.fna_00131	CDS	1608				Competence protein A.
Rumen_CADAEW01.fna_00132	CDS	783				General secretion pathway, M protein.
Rumen_CADAEW01.fna_00133	CDS	2505				hypothetical protein
Rumen_CADAEW01.fna_00134	CDS	384				hypothetical protein
Rumen_CADAEW01.fna_00135	CDS	1218				hypothetical protein
Rumen_CADAEW01.fna_00136	CDS	840				Type II secretory pathway, prepilin signal peptidase PulO 
Rumen_CADAEW01.fna_00137	CDS	1467				Bacillus/Clostridium GerA spore germination protein.
Rumen_CADAEW01.fna_00138	CDS	1011				hypothetical protein
Rumen_CADAEW01.fna_00139	CDS	534				hypothetical protein
Rumen_CADAEW01.fna_00140	CDS	183				hypothetical protein
Rumen_CADAEW01.fna_00141	CDS	276				sporulation transcriptional regulator SpoIIID
Rumen_CADAEW01.fna_00142	CDS	504				GtrA family protein
Rumen_CADAEW01.fna_00143	CDS	1017				tRNA-U20-dihydrouridine synthase
Rumen_CADAEW01.fna_00144	CDS	1272				Bacterial capsule synthesis protein PGA_cap.
Rumen_CADAEW01.fna_00145	CDS	981				Cohesin domain.
Rumen_CADAEW01.fna_00146	CDS	1296				hypothetical protein
Rumen_CADAEW01.fna_00147	CDS	147				hypothetical protein
Rumen_CADAEW01.fna_00148	CDS	5370				hypothetical protein
Rumen_CADAEW01.fna_00149	CDS	2331				hypothetical protein
Rumen_CADAEW01.fna_00150	CDS	1014				hypothetical protein
Rumen_CADAEW01.fna_00151	CDS	720				putative ATPase of the PP-loop superfamily implicated in cell cycle control
Rumen_CADAEW01.fna_00152	CDS	510				hypothetical protein
Rumen_CADAEW01.fna_00153	CDS	672				Uracil-DNA glycosylase 
Rumen_CADAEW01.fna_00154	CDS	861				5,10-methylenetetrahydrofolate reductase
Rumen_CADAEW01.fna_00155	CDS	678				Vitamin B12 dependent methionine synthase, activation domain. 
Rumen_CADAEW01.fna_00156	CDS	1518				ABC-type sugar transport system, periplasmic component
Rumen_CADAEW01.fna_00157	CDS	954				NAD dependent epimerase/dehydratase family.
Rumen_CADAEW01.fna_00158	CDS	243				hypothetical protein
Rumen_CADAEW01.fna_00159	CDS	300				histone family protein DNA-binding protein
Rumen_CADAEW01.fna_00160	CDS	819				MazG family protein
Rumen_CADAEW01.fna_00161	CDS	1002				tryptophanyl-tRNA synthetase 
Rumen_CADAEW01.fna_00162	CDS	516				hypothetical protein
Rumen_CADAEW01.fna_00163	CDS	1194				Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family)and their eukaryotic orthologs
Rumen_CADAEW01.fna_00164	CDS	981				type 1 dockerin
Rumen_CADAEW01.fna_00165	CDS	1605				polysaccharide biosynthesis protein
Rumen_CADAEW01.fna_00166	CDS	600				hypothetical protein
Rumen_CADAEW01.fna_00167	CDS	1434				hypothetical protein
Rumen_CADAEW01.fna_00168	CDS	591				hypothetical protein
Rumen_CADAEW01.fna_00169	CDS	477				hypothetical protein
Rumen_CADAEW01.fna_00170	CDS	1176				transcription termination factor NusA
Rumen_CADAEW01.fna_00171	CDS	282				hypothetical protein
Rumen_CADAEW01.fna_00172	CDS	315				ribosomal protein HS6-type (S12/L30/L7a)
Rumen_CADAEW01.fna_00173	CDS	1185				hypothetical protein
Rumen_CADAEW01.fna_00174	CDS	819				ABC-type cobalt transport system, permease component CbiQ
Rumen_CADAEW01.fna_00175	CDS	873				ABC transporter-like protein
Rumen_CADAEW01.fna_00176	CDS	867				cobalt transport protein ATP-binding subunit
Rumen_CADAEW01.fna_00177	CDS	300				hypothetical protein
Rumen_CADAEW01.fna_00178	CDS	885				hypothetical protein
Rumen_CADAEW01.fna_00179	CDS	1359				phosphoglucosamine mutase 
Rumen_CADAEW01.fna_00180	CDS	525				hypothetical protein
Rumen_CADAEW01.fna_00181	CDS	1062				Holliday junction DNA helicase, RuvB subunit
Rumen_CADAEW01.fna_00182	CDS	732				SseB protein.
Rumen_CADAEW01.fna_00183	CDS	624				Holliday junction DNA helicase subunit RuvA
Rumen_CADAEW01.fna_00184	CDS	558				crossover junction endodeoxyribonuclease RuvC 
Rumen_CADAEW01.fna_00185	CDS	1122				Prephenate dehydratase 
Rumen_CADAEW01.fna_00186	CDS	2376				homocysteine S-methyltransferase
Rumen_CADAEW01.fna_00187	CDS	528				Acetyltransferases, including N-acetylases of ribosomal proteins
Rumen_CADAEW01.fna_00188	CDS	681				winged helix family two component transcriptional regulator
Rumen_CADAEW01.fna_00189	CDS	918				histidine kinase
Rumen_CADAEW01.fna_00190	CDS	1020				Galactose mutarotase
Rumen_CADAEW01.fna_00191	CDS	654				hypothetical protein
Rumen_CADAEW01.fna_00192	CDS	1368				Citrate synthase 
Rumen_CADAEW01.fna_00193	CDS	1728				ABC transporter permease/ATP-binding protein
Rumen_CADAEW01.fna_00194	CDS	1893				ABC-type multidrug transport system, ATPase and permease components
Rumen_CADAEW01.fna_00195	CDS	963				metal dependent phosphohydrolase
Rumen_CADAEW01.fna_00196	CDS	1659				hypothetical protein
Rumen_CADAEW01.fna_00197	CDS	1530				O-Antigen ligase.
Rumen_CADAEW01.fna_00198	tRNA	85				tRNA-Leu(gag)
Rumen_CADAEW01.fna_00199	CDS	513				LSU ribosomal protein L10P
Rumen_CADAEW01.fna_00200	CDS	375				LSU ribosomal protein L12P
Rumen_CADAEW01.fna_00201	CDS	798				SCP-like extracellular
Rumen_CADAEW01.fna_00202	CDS	765				hypothetical protein
Rumen_CADAEW01.fna_00203	CDS	702				hypothetical protein
Rumen_CADAEW01.fna_00204	CDS	1011				O-sialoglycoprotein endopeptidase 
Rumen_CADAEW01.fna_00205	CDS	408				ribosomal-protein-alanine N-acetyltransferase
Rumen_CADAEW01.fna_00206	CDS	2535				DNA polymerase I 
Rumen_CADAEW01.fna_00207	CDS	885				putative membrane protein
Rumen_CADAEW01.fna_00208	CDS	2085				engD2; endoglucanase D 
Rumen_CADAEW01.fna_00209	CDS	2415				chitobiose phosphorylase 
Rumen_CADAEW01.fna_00210	CDS	447				hypothetical protein
Rumen_CADAEW01.fna_00211	CDS	351				putative transcriptional regulator
Rumen_CADAEW01.fna_00212	CDS	1158				hypothetical protein
Rumen_CADAEW01.fna_00213	CDS	474				CMP/dCMP deaminase zinc-binding protein
Rumen_CADAEW01.fna_00214	CDS	1116				nucleoside recognition domain-containing protein
Rumen_CADAEW01.fna_00215	CDS	291				YabP family.
Rumen_CADAEW01.fna_00216	CDS	1164				Putative stage IV sporulation protein YqfD.
Rumen_CADAEW01.fna_00217	CDS	948				hypothetical protein
Rumen_CADAEW01.fna_00218	CDS	804				hypothetical protein
Rumen_CADAEW01.fna_00219	CDS	882				transcription-repair coupling factor 
Rumen_CADAEW01.fna_00220	CDS	960				ABC transporter-like protein
Rumen_CADAEW01.fna_00221	CDS	780				hypothetical protein
Rumen_CADAEW01.fna_00222	CDS	813				hypothetical protein
Rumen_CADAEW01.fna_00223	CDS	1698				peptidase S41
Rumen_CADAEW01.fna_00224	CDS	381				hypothetical protein
Rumen_CADAEW01.fna_00225	CDS	513				transposase
Rumen_CADAEW01.fna_00226	CDS	1941				threonyl-tRNA synthetase/Ser-tRNA(Thr) hydrolase 
Rumen_CADAEW01.fna_00227	CDS	2724				X-X-X-Leu-X-X-Gly heptad repeats
Rumen_CADAEW01.fna_00228	CDS	2112				hypothetical protein
Rumen_CADAEW01.fna_00229	CDS	618				TetR family transcriptional regulator
Rumen_CADAEW01.fna_00230	CDS	2259				cellulase 
Rumen_CADAEW01.fna_00231	CDS	1302				UDP-N-acetylglucosamine 1-carboxyvinyltransferase
Rumen_CADAEW01.fna_00232	CDS	1533				Peptidyl-prolyl cis-trans isomerase (rotamase)-cyclophilin family protein
Rumen_CADAEW01.fna_00233	CDS	807				Peptidyl-prolyl cis-trans isomerase (rotamase)-cyclophilin family protein
Rumen_CADAEW01.fna_00234	CDS	1203				hypothetical protein
Rumen_CADAEW01.fna_00235	CDS	825				trigger factor
Rumen_CADAEW01.fna_00236	CDS	588				ATP-dependent Clp protease proteolytic subunit ClpP 
Rumen_CADAEW01.fna_00237	CDS	693				ATP-dependent Clp protease ATP-binding subunit ClpX 
Rumen_CADAEW01.fna_00238	CDS	384				clpX; ATP-dependent Clp protease ATP-binding subunit ClpX
Rumen_CADAEW01.fna_00239	CDS	567				hypothetical protein
Rumen_CADAEW01.fna_00240	CDS	981				transcriptional regulator
Rumen_CADAEW01.fna_00241	CDS	1752				ABC transporter ATP-binding protein/permease
Rumen_CADAEW01.fna_00242	CDS	1734				ABC transporter ATP-binding protein/permease
Rumen_CADAEW01.fna_00243	CDS	744				ABC-type cobalt transport system, permease component CbiQ
Rumen_CADAEW01.fna_00244	CDS	1431				ABC transporter
Rumen_CADAEW01.fna_00245	CDS	213				Fe2+ transport system protein A
Rumen_CADAEW01.fna_00246	CDS	222				Fe2+ transport system protein A
Rumen_CADAEW01.fna_00247	CDS	2415				ferrous iron transport protein B
Rumen_CADAEW01.fna_00248	CDS	168				hypothetical protein
Rumen_CADAEW01.fna_00249	CDS	300				hypothetical protein
Rumen_CADAEW01.fna_00250	CDS	564				hypothetical protein
Rumen_CADAEW01.fna_00251	CDS	405				flavodoxin
Rumen_CADAEW01.fna_00252	CDS	1473				hypothetical protein
Rumen_CADAEW01.fna_00253	CDS	1323				FMN-binding domain-containing protein
Rumen_CADAEW01.fna_00254	CDS	807				transcriptional regulator
Rumen_CADAEW01.fna_00255	CDS	300				hypothetical protein
Rumen_CADAEW01.fna_00256	CDS	2034				heavy metal translocating P-type ATPase
Rumen_CADAEW01.fna_00257	CDS	1296				ATPase (AAA+ superfamily)
Rumen_CADAEW01.fna_00258	CDS	471				hypothetical protein
Rumen_CADAEW01.fna_00259	CDS	3108				glycoside hydrolase family protein
Rumen_CADAEW01.fna_00260	CDS	2367				ABC transporter permease
Rumen_CADAEW01.fna_00261	CDS	762				ABC transporter ATP-binding protein
Rumen_CADAEW01.fna_00262	CDS	666				two component system response regulator
Rumen_CADAEW01.fna_00263	CDS	1230				integral membrane sensor signal transduction histidine kinase
Rumen_CADAEW01.fna_00264	CDS	255				hypothetical protein
Rumen_CADAEW01.fna_00265	CDS	3987				RHS repeat-associated core domain-containing protein
Rumen_CADAEW01.fna_00266	CDS	1512				ABC transporter
Rumen_CADAEW01.fna_00267	CDS	441				hypothetical protein
Rumen_CADAEW01.fna_00268	CDS	408				putative domain 1
Rumen_CADAEW01.fna_00269	CDS	1326				hypothetical protein
Rumen_CADAEW01.fna_00270	CDS	765				histidinol phosphate phosphatase HisJ family protein
Rumen_CADAEW01.fna_00271	CDS	420				hypothetical protein
Rumen_CADAEW01.fna_00272	CDS	987				Lyzozyme M1 (1,4-beta-N-acetylmuramidase)
Rumen_CADAEW01.fna_00273	CDS	1281				bifunctional folylpolyglutamate synthase/dihydrofolate synthase 
Rumen_CADAEW01.fna_00274	CDS	594				hypothetical protein
Rumen_CADAEW01.fna_00275	CDS	825				cof family hydrolase
Rumen_CADAEW01.fna_00276	CDS	1731				indolepyruvate ferredoxin oxidoreductase, alpha subunit 
Rumen_CADAEW01.fna_00277	CDS	162				hypothetical protein
Rumen_CADAEW01.fna_00278	CDS	402				hypothetical protein
Rumen_CADAEW01.fna_00279	CDS	582				Pyruvate/ketoisovalerate oxidoreductase, catalytic domain
Rumen_CADAEW01.fna_00280	CDS	1509				hypothetical protein
Rumen_CADAEW01.fna_00281	CDS	1323				phenylacetate--CoA ligase 
Rumen_CADAEW01.fna_00282	CDS	216				hypothetical protein
Rumen_CADAEW01.fna_00283	CDS	435				amino acid-binding ACT domain-containing protein
Rumen_CADAEW01.fna_00284	CDS	435				hypothetical protein
Rumen_CADAEW01.fna_00285	CDS	1320				triacylglycerol lipase
Rumen_CADAEW01.fna_00286	CDS	1932				bacteriocin ABC transporter ATP-binding protein/permease
Rumen_CADAEW01.fna_00287	CDS	267				hypothetical protein
Rumen_CADAEW01.fna_00288	CDS	1131				cobalamin biosynthesis protein CbiD
Rumen_CADAEW01.fna_00289	CDS	756				cbiF; precorrin-4 C11-methyltransferase CbiF 
Rumen_CADAEW01.fna_00290	CDS	1032				Cobalamin biosynthesis protein CbiG
Rumen_CADAEW01.fna_00291	CDS	723				cbiH1; precorrin-3B C17-methyltransferase CbiH1 
Rumen_CADAEW01.fna_00292	CDS	741				cbiJ; precorrin-6x reductase CbiJ 
Rumen_CADAEW01.fna_00293	CDS	1191				precorrin-6x reductase
Rumen_CADAEW01.fna_00294	CDS	1329				cbiA3; cobyrinic acid a,c-diamide synthase CbiA3 
Rumen_CADAEW01.fna_00295	CDS	1050				nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase 
Rumen_CADAEW01.fna_00296	CDS	522				Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase 
Rumen_CADAEW01.fna_00297	CDS	771				cobalamin-5'-phosphate synthase 
Rumen_CADAEW01.fna_00298	CDS	384				Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase 
Rumen_CADAEW01.fna_00299	CDS	561				alpha-ribazole phosphatase
Rumen_CADAEW01.fna_00300	CDS	966				adenosylcobinamide-phosphate synthase 
Rumen_CADAEW01.fna_00301	CDS	1035				L-threonine O-3-phosphate decarboxylase 
Rumen_CADAEW01.fna_00302	CDS	1470				adenosylcobyric acid synthase (glutamine-hydrolysing) 
Rumen_CADAEW01.fna_00303	CDS	642				precorrin-8X methylmutase CbiC/CobH
Rumen_CADAEW01.fna_00304	CDS	735				hypothetical protein
Rumen_CADAEW01.fna_00305	CDS	1473				methyl-accepting chemotaxis sensory transducer
Rumen_CADAEW01.fna_00306	CDS	1254				family 1 extracellular solute-binding protein
Rumen_CADAEW01.fna_00307	CDS	1425				D-ribose-binding periplasmic protein
Rumen_CADAEW01.fna_00308	CDS	1209				diguanylate cyclase domain-containing protein
Rumen_CADAEW01.fna_00309	CDS	558				hypothetical protein
Rumen_CADAEW01.fna_00310	CDS	1125				plectin
Rumen_CADAEW01.fna_00311	CDS	1674				Fe-S cluster domain-containing protein
Rumen_CADAEW01.fna_00312	CDS	1038				hypothetical protein
Rumen_CADAEW01.fna_00313	CDS	1344				serine/threonine protein kinase
Rumen_CADAEW01.fna_00314	CDS	843				von Willebrand factor type A
Rumen_CADAEW01.fna_00315	CDS	915				hypothetical protein
Rumen_CADAEW01.fna_00316	CDS	1230				hypothetical protein
Rumen_CADAEW01.fna_00317	CDS	540				hypothetical protein
Rumen_CADAEW01.fna_00318	CDS	1755				hypothetical protein
Rumen_CADAEW01.fna_00319	CDS	726				hypothetical protein
Rumen_CADAEW01.fna_00320	CDS	1329				putative membrane protein involved in D-alanine export
Rumen_CADAEW01.fna_00321	CDS	1452				alginate O-acetyltransferase AlgJ
Rumen_CADAEW01.fna_00322	CDS	717				hypothetical protein
Rumen_CADAEW01.fna_00323	CDS	1095				GTP-binding protein YchF
Rumen_CADAEW01.fna_00324	CDS	2739				diguanylate cyclase (GGDEF) domain protein
Rumen_CADAEW01.fna_00325	CDS	1095				hypothetical protein
Rumen_CADAEW01.fna_00326	CDS	1083				hypothetical protein
Rumen_CADAEW01.fna_00327	CDS	1752				DNA primase, catalytic core 
Rumen_CADAEW01.fna_00328	CDS	996				deoxyguanosinetriphosphate triphosphohydrolase, putative 
Rumen_CADAEW01.fna_00329	CDS	639				hypothetical protein
Rumen_CADAEW01.fna_00330	CDS	126				pyrroline-5-carboxylate reductase 
Rumen_CADAEW01.fna_00331	CDS	585				hypothetical protein
Rumen_CADAEW01.fna_00332	CDS	936				hypothetical protein
Rumen_CADAEW01.fna_00333	CDS	681				two component transcriptional regulator, winged helix family
Rumen_CADAEW01.fna_00334	CDS	1062				integral membrane sensor signal transduction histidine kinase
Rumen_CADAEW01.fna_00335	CDS	1716				integral membrane sensor signal transduction histidine kinase
Rumen_CADAEW01.fna_00336	CDS	672				transcriptional regulator
Rumen_CADAEW01.fna_00337	CDS	1839				glucosamine/fructose-6-phosphate aminotransferase
Rumen_CADAEW01.fna_00338	CDS	2244				DNA topoisomerase 
Rumen_CADAEW01.fna_00339	CDS	1980				Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), B subunit 
Rumen_CADAEW01.fna_00340	CDS	1104				transglutaminase domain-containing protein
Rumen_CADAEW01.fna_00341	CDS	1086				transglutaminase domain-containing protein
Rumen_CADAEW01.fna_00342	CDS	954				L-lactate dehydrogenase 
Rumen_CADAEW01.fna_00343	CDS	384				pyruvate formate-lyase activating enzyme 
Rumen_CADAEW01.fna_00344	CDS	912				cysteine synthase
Rumen_CADAEW01.fna_00345	CDS	1158				Cys/Met metabolism pyridoxal-phosphate-dependent protein
Rumen_CADAEW01.fna_00346	CDS	897				putative methyltransferase
Rumen_CADAEW01.fna_00347	CDS	921				ABC transporter permease
Rumen_CADAEW01.fna_00348	CDS	819				ABC transporter
Rumen_CADAEW01.fna_00349	CDS	1191				putative nlpa lipoprotein
Rumen_CADAEW01.fna_00350	CDS	1338				aspartate kinase 
Rumen_CADAEW01.fna_00351	CDS	1440				hypothetical protein
Rumen_CADAEW01.fna_00352	CDS	1467				hypothetical protein
Rumen_CADAEW01.fna_00353	CDS	2052				ferrous iron transporter FeoB
Rumen_CADAEW01.fna_00354	CDS	777				hypothetical protein
Rumen_CADAEW01.fna_00355	CDS	426				hypothetical protein
Rumen_CADAEW01.fna_00356	CDS	210				hypothetical protein
Rumen_CADAEW01.fna_00357	CDS	2553				hypothetical protein
Rumen_CADAEW01.fna_00358	CDS	639				K+ transport systems, NAD-binding component
Rumen_CADAEW01.fna_00359	CDS	1341				H(+)-transporting two-sector ATPase 
Rumen_CADAEW01.fna_00360	CDS	561				flavin reductase domain-containing FMN-binding protein
Rumen_CADAEW01.fna_00361	CDS	162				hypothetical protein
