locus_tag	ftype	length_bp	gene	EC_number	COG	product
Rumen_CACWHG01.fna_00232	CDS	1140				ABC-2 type transporter
Rumen_CACWHG01.fna_00233	CDS	1182				hypothetical protein
Rumen_CACWHG01.fna_00234	CDS	627				LuxR family two component transcriptional regulator
Rumen_CACWHG01.fna_00235	CDS	912				integral membrane sensor signal transduction histidine kinase
Rumen_CACWHG01.fna_00236	CDS	582				Guanylate kinase 
Rumen_CACWHG01.fna_00237	CDS	132				hypothetical protein
Rumen_CACWHG01.fna_00238	CDS	1920				diguanylate cyclase
Rumen_CACWHG01.fna_00239	CDS	666				acyl-phosphate glycerol-3-phosphate acyltransferase
Rumen_CACWHG01.fna_00240	tRNA	89				tRNA-Ser(tga)
Rumen_CACWHG01.fna_00241	tRNA	90				tRNA-Ser(gct)
Rumen_CACWHG01.fna_00242	CDS	846				metallo-beta-lactamase superfamily exported protein
Rumen_CACWHG01.fna_00243	CDS	1113				hypothetical protein
Rumen_CACWHG01.fna_00244	CDS	2385				Cellulose binding domain./Glycosyl hydrolase family 9.
Rumen_CACWHG01.fna_00245	CDS	2217				hypothetical protein
Rumen_CACWHG01.fna_00246	CDS	462				SCP-2 sterol transfer family.
Rumen_CACWHG01.fna_00247	CDS	2445				Endo-1,4-beta-xylanase 
Rumen_CACWHG01.fna_00248	CDS	705				GTP pyrophosphokinase
Rumen_CACWHG01.fna_00249	CDS	663				hypothetical protein
Rumen_CACWHG01.fna_00250	CDS	534				ADP-ribose pyrophosphatase
Rumen_CACWHG01.fna_00251	CDS	990				Site-specific recombinase XerD
Rumen_CACWHG01.fna_00252	CDS	111				hypothetical protein
Rumen_CACWHG01.fna_00253	CDS	303				hypothetical protein
Rumen_CACWHG01.fna_00254	CDS	1269				hypothetical protein
Rumen_CACWHG01.fna_00255	CDS	1368				putative efflux protein, MATE family
Rumen_CACWHG01.fna_00256	CDS	564				membrane-associated phospholipid phosphatase
Rumen_CACWHG01.fna_00257	CDS	228				hypothetical protein
Rumen_CACWHG01.fna_00258	CDS	513				heptaprenyl diphosphate synthase component I
Rumen_CACWHG01.fna_00259	CDS	381				hypothetical protein
Rumen_CACWHG01.fna_00260	CDS	921				ApbE family lipoprotein
Rumen_CACWHG01.fna_00261	CDS	1521				phosphoglycerate mutase 
Rumen_CACWHG01.fna_00262	CDS	777				triosephosphate isomerase 
Rumen_CACWHG01.fna_00263	CDS	240				hypothetical protein
Rumen_CACWHG01.fna_00264	CDS	1221				phosphoglycerate kinase 
Rumen_CACWHG01.fna_00265	CDS	1467				anthranilate synthase, component I 
Rumen_CACWHG01.fna_00266	CDS	567				anthranilate/para-aminobenzoate synthase component II, TrpG
Rumen_CACWHG01.fna_00267	CDS	399				hypothetical protein
Rumen_CACWHG01.fna_00268	CDS	1047				anthranilate phosphoribosyltransferase 
Rumen_CACWHG01.fna_00269	CDS	783				Indole-3-glycerol phosphate synthase 
Rumen_CACWHG01.fna_00270	CDS	603				phosphoribosylanthranilate isomerase 
Rumen_CACWHG01.fna_00271	CDS	1191				trpB1; tryptophan synthase subunit beta 
Rumen_CACWHG01.fna_00272	CDS	780				tryptophan synthase, alpha chain 
Rumen_CACWHG01.fna_00273	CDS	2373				Glycosyl hydrolase family 9.
Rumen_CACWHG01.fna_00274	CDS	744				short-chain dehydrogenase/reductase SDR
Rumen_CACWHG01.fna_00275	CDS	2385				peptidase C11 clostripain
Rumen_CACWHG01.fna_00276	CDS	699				glycoside hydrolase family protein
Rumen_CACWHG01.fna_00277	tRNA	76				tRNA-Thr(ggt)
Rumen_CACWHG01.fna_00278	CDS	798				deoxycytidine triphosphate deaminase
Rumen_CACWHG01.fna_00279	CDS	1218				tyrosyl-tRNA synthetase 
Rumen_CACWHG01.fna_00280	tmRNA	370	ssrA			transfer-messenger RNA, SsrA
Rumen_CACWHG01.fna_00281	CDS	168				hypothetical protein
Rumen_CACWHG01.fna_00282	CDS	756				hypothetical protein
Rumen_CACWHG01.fna_00283	CDS	738				N-acetylmuramoyl-L-alanine amidase
Rumen_CACWHG01.fna_00284	CDS	1413				D-alanyl-D-alanine carboxypeptidase 
Rumen_CACWHG01.fna_00285	CDS	2313				Alpha-glucosidases, family 31 of glycosyl hydrolases
Rumen_CACWHG01.fna_00286	CDS	426				hypothetical protein
Rumen_CACWHG01.fna_00287	CDS	927				DnaD and phage-associated domain protein
Rumen_CACWHG01.fna_00288	CDS	972				DNA replication protein
Rumen_CACWHG01.fna_00289	CDS	846				hypothetical protein
Rumen_CACWHG01.fna_00290	CDS	1830				hypothetical protein
Rumen_CACWHG01.fna_00291	CDS	519				putative membrane protein
Rumen_CACWHG01.fna_00292	CDS	2220				cellulase 
Rumen_CACWHG01.fna_00293	CDS	1773				aspartyl-tRNA synthetase 
Rumen_CACWHG01.fna_00294	CDS	1344				histidyl-tRNA synthetase 
Rumen_CACWHG01.fna_00295	CDS	402				methylglyoxal synthase 
Rumen_CACWHG01.fna_00296	CDS	738				Septum formation inhibitor-activating ATPase
Rumen_CACWHG01.fna_00297	CDS	948				radical SAM protein
Rumen_CACWHG01.fna_00298	CDS	597				type 11 methyltransferase
Rumen_CACWHG01.fna_00299	CDS	2256				hypothetical protein
Rumen_CACWHG01.fna_00300	CDS	417				GCN5-related N-acetyltransferase
Rumen_CACWHG01.fna_00301	CDS	453				Acetyltransferase (GNAT) family.
Rumen_CACWHG01.fna_00302	CDS	774				N-acetyltransferase GCN5
Rumen_CACWHG01.fna_00303	CDS	2271				Transcriptional accessory protein
Rumen_CACWHG01.fna_00304	CDS	1005				Lysophospholipase
Rumen_CACWHG01.fna_00305	CDS	1308				lipoprotein release ABC transporter permease
Rumen_CACWHG01.fna_00306	CDS	732				hypothetical protein
Rumen_CACWHG01.fna_00307	CDS	1383				efflux transporter, RND family, MFP subunit
Rumen_CACWHG01.fna_00308	CDS	1263				hypothetical protein
Rumen_CACWHG01.fna_00309	CDS	567				MAF protein
Rumen_CACWHG01.fna_00310	CDS	1527				Nucleotidyltransferase/DNA polymerase involved in DNA repair
Rumen_CACWHG01.fna_00311	CDS	948				Serine O-acetyltransferase 
Rumen_CACWHG01.fna_00312	CDS	1068				branched chain amino acid aminotransferase apoenzyme 
Rumen_CACWHG01.fna_00313	CDS	132				hypothetical protein
Rumen_CACWHG01.fna_00314	CDS	615				hypothetical protein
Rumen_CACWHG01.fna_00315	CDS	711				protein-export membrane protein SecD
Rumen_CACWHG01.fna_00316	CDS	1137				alanine racemase 
Rumen_CACWHG01.fna_00317	CDS	690				hypothetical protein
Rumen_CACWHG01.fna_00318	CDS	882				Transcriptional regulator
Rumen_CACWHG01.fna_00319	CDS	768				hydrolase, TatD family 
Rumen_CACWHG01.fna_00320	CDS	777				Serine/threonine protein phosphatase 
Rumen_CACWHG01.fna_00321	CDS	963				6-phosphofructokinase 
Rumen_CACWHG01.fna_00322	CDS	3405				DNA polymerase III catalytic subunit, DnaE type 
Rumen_CACWHG01.fna_00323	CDS	915				hypothetical protein
Rumen_CACWHG01.fna_00324	CDS	873				putative P-loop-containing kinase
Rumen_CACWHG01.fna_00325	CDS	906				UDP-N-acetylmuramate dehydrogenase 
Rumen_CACWHG01.fna_00326	CDS	960				Hpr(Ser) kinase/phosphatase 
Rumen_CACWHG01.fna_00327	CDS	1173				hypothetical protein
Rumen_CACWHG01.fna_00328	CDS	573				putative NADH:ubiquinone oxidoreductase, subunit RnfA
Rumen_CACWHG01.fna_00329	CDS	633				Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrD
Rumen_CACWHG01.fna_00330	CDS	978				putative NADH:ubiquinone oxidoreductase, subunit RnfD
Rumen_CACWHG01.fna_00331	CDS	669				rpe; ribulose-phosphate 3-epimerase Rpe 
Rumen_CACWHG01.fna_00332	CDS	897				hypothetical protein
Rumen_CACWHG01.fna_00333	CDS	267				SSU ribosomal protein S15P
Rumen_CACWHG01.fna_00334	CDS	2118				polyribonucleotide nucleotidyltransferase 
Rumen_CACWHG01.fna_00335	CDS	1524				Membrane protein involved in the export of O-antigen and teichoic acid
Rumen_CACWHG01.fna_00336	CDS	2082				translation elongation factor 2 (EF-2/EF-G) 
Rumen_CACWHG01.fna_00337	CDS	306				TfoX N-domain family protein
Rumen_CACWHG01.fna_00338	CDS	642				haloacid dehalogenase superfamily, subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E 
Rumen_CACWHG01.fna_00339	CDS	1065				3-dehydroquinate synthase
Rumen_CACWHG01.fna_00340	CDS	1908				mannan endo-1,4-beta-mannosidase 
Rumen_CACWHG01.fna_00341	CDS	1017				phosphate acetyltransferase
Rumen_CACWHG01.fna_00342	CDS	885				hypothetical protein
Rumen_CACWHG01.fna_00343	CDS	681				LPXTG-site transpeptidase (sortase) family protein
Rumen_CACWHG01.fna_00344	CDS	843				hypothetical protein
Rumen_CACWHG01.fna_00345	CDS	780				4Fe-4S ferredoxin
Rumen_CACWHG01.fna_00346	CDS	234				hypothetical protein
Rumen_CACWHG01.fna_00347	CDS	303				hypothetical protein
Rumen_CACWHG01.fna_00348	CDS	885				hypothetical protein
Rumen_CACWHG01.fna_00349	CDS	693				hypothetical protein
Rumen_CACWHG01.fna_00350	CDS	933				hypothetical protein
Rumen_CACWHG01.fna_00351	CDS	813				DNA-(apurinic or apyrimidinic site) lyase 
Rumen_CACWHG01.fna_00352	CDS	252				hypothetical protein
Rumen_CACWHG01.fna_00353	CDS	492				hypothetical protein
Rumen_CACWHG01.fna_00354	CDS	801				tRNA/rRNA methyltransferase SpoU
Rumen_CACWHG01.fna_00355	CDS	2094				HD domain-containing protein
Rumen_CACWHG01.fna_00356	CDS	354				arsenate reductase
Rumen_CACWHG01.fna_00357	CDS	1992				DNA ligase, NAD-dependent 
Rumen_CACWHG01.fna_00358	CDS	345				DNA-directed RNA polymerase specialized sigma subunit
